,input,A,B,B2
685,그는 그녀를 바라봤다,이후 그녀도 그를 바라봤다,사랑하다,"그녀는 그의 눈을 바라보았고, 서로 웃음을 나누었다"
686,그는 바구니를 받았다,바구니를 받은 후 그는 과일을 담아 집으로 돌아갔다,농사,그는 과일가게로 가서 신선한 과일을 살아왔다
687,그는 광고를 보게 되었다,그 제품을 구매하게 되었다,저녁 식사,그 제품을 구매하게 되었다
688,그는 휴대폰을 가져갔다,그는 휴대폰을 가져간 후 경찰에 신고되었다,사고,친구들과의 만남을 즐겼다
689,그는 반지를 발견했다,결혼을 하기로 결심했다,탐험하다,집으로 돌아갔다
690,그는 바로 돌아왔다,사람들이 그를 환영했다,떠나다,무슨 일이 있었는지 설명했다
691,그는 새 키보드를 구입했다,그는 새 키보드를 사용하여 컴퓨터를 더 효율적으로 사용할 수 있었다,키를 치던 중에 갑자기 키보드가 고장나서입니다,컴퓨터를 켜고 새 키보드의 타건감을 테스트해 보았다
692,그는 도랑에 추락했다,그는 부상을 입고 병원으로 옮겨졌다,구조대가 도착하다,구조대가 도착하여 그를 구조했다
693,그는 자신의 얼굴을 핥았다,그 후 그는 놀란 표정으로 다른 사람들을 바라보았다,음식을 먹다,그는 손으로 얼굴을 닦았다
694,그는 집까지 태워다 줬다,사람을 집까지 태워다 주고 나서 그는 감사의 말을 전했다,운전하다,그에게 감사의 인사를 전했다
695,그는 손가락을 찔렀다,그는 출혈을 멈추기 위해 상처에 압박을 가했다,출혈,피가 솟아나기 시작했다
696,그는 벽에 부딪혔다,그는 다친 상태로 병원으로 옮겨졌다,실망하다,그는 아픔을 느끼며 주변을 둘러보았다
697,그는 그녀를 찾았다,그녀와 함께 시간을 보냈다,그녀를 찾은 것이 일어난,그녀와 함께 행복한 시간을 보냈다
698,그는 손을 내밀고 있었다,그는 다른 사람과 악수를 하고 있었다,악수,나는 그의 손을 잡아서 감싸 안았다
699,그는 자신의 어머니를 바라봤다,그는 어머니를 안아 주었다,눈물을 흘리다,그는 어머니에게 감사의 표시를 전했다
700,그는 바지에 오줌을 쌌다,그는 당장 새 바지를 갈아입었다,쓰다,화장실에 가서 깨끗이 씻었다
701,그는 프로포즈하고 싶어 했다,그녀는 기뻐하여 예라고 대답했다,결혼하다,그녀에게 반지를 선물했다
702,그는 엄청난 파티를 열었다,이웃들이 경찰을 부르고 파티가 중단되었다,졸업,는 모두가 즐거운 시간을 보내고 행복한 추억을 만들었다
703,그는 3점슛을 성공시켰다,경기에서 팀이 승리했다,그는 훈련을 많이 하다,팀 동료들이 환호하며 그를 축하했다
704,그는 셔츠에 케첩을 엎질렀다,그는 새로운 셔츠를 가져왔다,식사를 하려고,그는 빠른 속도로 수세미를 이용해 케첩을 닦았다
705,그는 대신 비디오 게임을 했다,그는 친구들과 약속을 잡았지만 그 사건이 일어나고 나서 대신 비디오 게임을 했다,수영하다,는 친구들과 함께 영화를 보러 나갔다
706,그는 가려운 곳을 긁었다,그는 간지러운 곳을 긁은 후에 발진이 생겼다,가려운 곳을 긁다,손을 씻었다
707,그는 자녀가 한 명 있었다,그 후에는 자녀를 키우고 보살핌으로서 부모의 책임을 다하는 일이 벌어졌다,결혼,그는 자녀가 한 명 더 늘어났다
708,그는 아침에 일어나 준비를 했다,나중에 그는 출근하고 일을 시작했다,식사,카페인을 섭취하여 자신의 몸을 깨우고 하루를 시작했다
709,그는 집에 갈 시간였다,하지만 갑작스럽게 친구가 그를 방문하여 함께 외식하러 나갔다,저녁 식사를 하러,그는 저녁 식사를 준비하고 휴식을 취했다
710,그는 주말에는 캠핑을 떠났다,그 후 그는 새로운 자연을 탐험하고 즐거운 시간을 보냈다,피크닉을 가다,는 산악 등반을 즐겼다
711,그는 중요한 회의가 있었다,그는 회의에 늦어서 중요한 결정을 놓쳤다,회의가 끝나고,"중요한 결정을 내리고, 회의 결과를 팀원들과 공유했다"
712,그는 제대로 찾아왔다,그 후 그는 우리와 함께 식사를 했다,도착,"그는 우리와 함께 식사를 하고, 우리의 이야기에 귀를 기울였다"
713,그는 강도를 당했다,경찰에 신고하여 수사가 진행되었다,술취한 상태에서,경찰에 신고했다
714,그는 한 시간 늦었다,그는 회의에 늦어서 사과했다,일어나다,미안하다고 말했다
715,그는 새 아이폰을 구입했다,그 후에는 그가 이전에 사용하던 폰을 팔거나 기부했다,구매,그는 이전에 사용하던 핸드폰을 팔기로 결정했다
716,그는 그녀를 흔들어 깨웠다,그녀는 깨어나서 놀랐다,쓰다듬다,그녀는 눈을 떴고 주위를 둘러보았다
717,그는 메일함을 확인했다,메일함에 중요한 메시지가 도착했다,자신의 일정을 확인,중요한 메일을 발견했고 즉시 답장을 보냈다
718,그는 서핑을 좋아했다,해당 사건 이후에는 그가 파도를 타러 해변으로 갔다,일어나서 바다로 가다,서핑을 배우기 시작했다
719,그는 새 시계를 받았다,그는 새 시계를 받은 후 매우 기뻐했다,일어난,그는 기뻐하며 새 시계를 차고 나갔다
720,그는 사슴을 쳤다,그 후 그는 사냥꾼에게 체포되었다,사냥,사냥한 사슴을 주변에 있는 나무에 매달아 가지고 돌아왔다
721,그는 심호흡을 했다,그 후에는 그의 긴장이 풀리고 집중력이 회복되었다,긴장을 푸는,그는 마음을 가다듬고 집중하기 위해 몇 분 동안 명상을 했다
722,그는 군에 입대했다,그 후에 군대에서 훈련을 받고 병역 의무를 이행했다,나이 들다,무기를 배우고 훈련을 받았다
723,그는 좀 나아진 듯 보였다,하지만 몇 시간 후에 다시 증상이 악화되었다,치료를 받은,더 많은 노력을 기울여야 했다
724,그는 나무에 올라갔다,그는 나무에서 떨어졌다,나무에서 내려온,그는 나무 꼭대기에서 풍경을 감상했다
725,그는 무사히 도착했다,그는 안전하게 목적지에 도착했다,비행기를 타고 나오다,"그는 가방을 풀었고, 숙소로 향했다"
726,그는 선거에 출마했다,선거에서 승리하여 새로운 지도자가 되었다,선거에 출마하다,"그는 선거 캠페인을 시작했고, 지역 사람들과의 만남을 갖기 시작했다"
727,그는 이메일을 찾았다,이메일을 확인하고 내용을 읽었다,검색하여,이메일을 열어서 내용을 확인했다
728,그는 뼈가 부러졌다,그는 병원으로 신속히 이송되어 치료를 받았다,추락,응급실로 신속히 이송되어 의료진에 의해 치료를 받았다
729,그는 자신의 팔을 휘둘렀다,그 후 상대방에게 상처를 입혔다,싸움,그는 상대방을 공격했다
730,그는 빨리 왔다,그는 놓친 버스를 타기 위해 빨리 왔다,농구를 하러,모든 일을 준비했다
731,그는 마이크를 내려놓았다,그 후에는 아무런 소리도 들리지 않았다,연주,방에서 나와서 침대로 향했다
732,그는 친구를 방문했다,친구와 함께 시간을 보냈다,저녁식사,영화를 보러 갔다
733,그는 감염되었다,그는 병원에 입원하여 치료를 받았다,백신을 맞다,병원에 입원하여 치료를 받았다
734,그는 캘리포니아로 이사했다,그는 새로운 직장을 얻었다,결혼하다,그는 해변가에서 서핑을 배우기 시작했다
735,그는 잠들지 못했다,다음날 일어나서는 피곤해 보였다,운동하다,그는 침대에서 일어나서 거실로 갔다
736,그는 거미를 봤다,그는 놀라서 거미를 피했다,깜짝 놀라다,그는 빠르게 걸어가며 거미를 피했다
737,그는 총을 쐈다,그는 경찰에게 체포되었다,사건,경찰이 도착하여 그를 체포했다
738,그는 열쇠를 받았다,그는 집 문을 열고 들어갔다,열쇠를 받다,문을 열고 안으로 들어갔다
739,그는 고양이를 입양하고 싶어 했다,그래서 동물 보호소에서 고양이를 입양했다,결혼,그는 동물 보호소를 방문하여 많은 고양이들 중에서 한 마리를 선택했다
740,그는 실수로 엎질렀다,그는 바닥에 떨어진 것을 주웠다,술을 마시고,"바닥에 떨어진 커피를 닦아내려고 했지만, 이미 늦었다는 것을 깨달았다"
741,그는 거북이를 발견했다,그는 거북이를 발견한 후 주변을 둘러보았다,수영하다,그를 바닷속으로 데려갔다
742,그는 대신 TV를 시청했다,그 사건이 일어난 후 그는 대신 TV를 시청했다,식사,친구들과 만나서 식사를 했다
743,그는 가려움증이 심했다,그는 가려움증을 해소하기 위해 약을 발랐다,목욕,약을 발라서 가려움증을 진정시켰다
744,그는 새 셔츠가 필요했다,그래서 쇼핑을 하러 나갔다,쇼핑을 하려고,쇼핑 센터로 향했다
745,그는 낚시하러 가고 싶어했다,하지만 비가 와서 낚시를 못했다,그는 스트레스를 푸는 것이 필요했기 때문에,그는 바다로 향했다
746,그는 첫 데이트 중였다,데이트 후에 그들은 서로 연락을 주고받았다,만남하다,"둘이 함께 맛있는 저녁 식사를 했고, 서로에 대해 더 알아가기 시작했다"
747,그는 바위에 부딪혔다,그는 다쳤다,넘어지다,그는 아픈 소리를 내며 땅에 넘어졌다
748,그는 학교에 지각했다,그는 선생님에게 늦은 이유를 설명하고 감점을 받았다,잠이 깨고,"선생님에게 사과했고, 앞으로는 더 이상 지각하지 않겠다고 다짐했다"
749,그는 첫 한입을 먹었다,배가 부르고 만족감을 느꼈다,식사를 하다,"입맛이 돌았고, 그의 얼굴에 만족한 표정이 번져 나타났다"
750,그는 배가 고파졌다,식사를 하러 식당에 갔다,식사,그는 식당으로 향했다
751,그는 체중이 몇 파운드 줄었다,그는 체중이 몇 파운드 줄었다. 그 후에는 건강 상태가 좋아졌다,다이어트하다,그는 자신의 식습관과 운동 습관을 바꾸어 더 많은 체중을 줄이기로 결심했다
752,그는 그 결과 열쇠를 잃어버렸다,그는 문을 열 수 없게 되었다,실수,이웃에게 도움을 요청하여 함께 찾아보기로 했다
753,그는 문을 두드리는 소리를 들었다,그는 문을 열어주고 들어온 사람과 대화를 나누었다,잠들다,문이 열리는 소리가 들렸다
754,그는 친구들이 그립었다,친구들과 다시 만나서 행복했다,여행을 하다,그들에게 전화를 걸었다
755,그는 칭찬을 많이 받았다,그는 자신의 성과에 대해 자부심을 느꼈고 자신감을 얻었다,노력하다,그는 자신의 노력이 더 가치있는 것이라고 생각했다
756,그는 반려견을 애견 공원에 데리고 갔다,반려견과 산책을 하다가 다른 개와 싸움이 벌어졌다,산책,반려견과 함께 산책을 하며 햇살 아래서 놀았다
757,그는 저녁 식사를 위해 만났다,식사 후에 그는 친구들과 함께 술자리를 이어갔다,데이트하다,두 사람은 함께 영화를 보러 갔다
758,그는 그가 가장 좋아하는 밴드를 봤다,그 이후에 그는 콘서트에서 열정적으로 춤을 추고 노래를 부르며 즐거운 시간을 보냈다,콘서트를 보다,"그는 음악에 대한 열정을 더욱 높였고, 자신도 음악을 시작해보기로 결심했다"
759,그는 몇 시간이 걸렸다,그는 몇 시간이 걸렸다 후에 다친 상태로 병원으로 옮겨졌다,일어나다,"그는 끝내 작업을 마쳤고, 피곤함을 느끼며 집으로 돌아갔다"
760,그는 적을 죽였다,그 후 그는 자신을 보호하기 위해 경찰에 체포되었다,적을 죽인,그는 자신의 행동에 대해 후회하지 않았다
761,그는 슛을 성공시켰다,경기에서 이길 수 있었다,골을 넣다,경기는 역전되었고 그는 팀의 승리를 이끌었다
762,그는 고양이를 찾았다,고양이를 찾은 후 그는 고양이를 집으로 데려왔다,저녁식사를 하러 가다,"고양이를 집으로 데려왔고, 따뜻한 침대에서 편안하게 자게 했다"
763,그는 잠자리에 들 준비를 했다,그는 잠에 빠져 편안한 꿈을 꾸었다,자는,잠에 빠져 꿈 속으로 사라졌다
764,그는 기타를 구입했다,그 후 그는 연주 공연을 준비하기 시작했다,연주하다,그는 기타 레슨을 받기 시작했다
