,input,A,B
681,그는 스케이트 타는 법을 배웠다,그는 새로운 기술을 배우는 것을 좋아한다,그는 스케이트 타는 법을 배웠다. 그는 민첩한 사람으로 보인다
682,그는 호흡 곤란이 있었다,그는 건강이 나쁘다,그는 호흡 곤란이 있었다. 그는 걱정스러운 사람으로 보인다
683,그는 냄새가 정말 좋았다,그는 청결하다,그는 냄새가 정말 좋았다. 그는 예민한 사람으로 보인다
684,그는 대신 결정했다,그는 책임감이 있다,그는 대신 결정했다. 그는 책임감 있는 사람으로 보인다
685,그는 그녀를 바라봤다,그는 사랑에 빠졌다,그는 그녀를 바라봤다. 그는 사랑에 빠진 사람으로 보인다
686,그는 바구니를 받았다,그는 성실하다,그는 바구니를 받았다. 그는 감사한 사람으로 보인다
687,그는 광고를 보게 되었다,그는 광고에 민감하다,그는 광고를 보게 되었다. 그는 호기심 많은 사람으로 보인다
688,그는 휴대폰을 가져갔다,그는 도둑 같다,그는 휴대폰을 가져갔다. 그는 탐욕스러운 사람으로 보인다
689,그는 반지를 발견했다,그는 기쁘다,그는 반지를 발견했다. 그는 운이 좋은 사람으로 보인다
690,그는 바로 돌아왔다,그는 빠르다,그는 바로 돌아왔다. 그는 신속한 사람으로 보인다
691,그는 새 키보드를 구입했다,그는 현대적이다,그는 새 키보드를 구입했다. 그는 현명한 사람으로 보인다
692,그는 도랑에 추락했다,그는 위험부담을 무시한 경솔한 사람으로 보인다,그는 도랑에 추락했다. 그는 불운한 사람으로 보인다
693,그는 자신의 얼굴을 핥았다,그는 이상하다,그는 자신의 얼굴을 핥았다. 그는 이상한 사람으로 보인다
694,그는 집까지 태워다 줬다,그는 친절하다,그는 집까지 태워다 줬다. 그는 친절한 사람으로 보인다
695,그는 손가락을 찔렀다,그는 아픈 것 같다,그는 손가락을 찔렀다. 그는 아픈 사람으로 보인다
696,그는 벽에 부딪혔다,그는 공격적이다,그는 벽에 부딪혔다. 그는 어리둥절한 사람으로 보인다
697,그는 그녀를 찾았다,그는 열정적이다,그는 그녀를 찾았다. 그는 성공한 사람으로 보인다
698,그는 손을 내밀고 있었다,그는 도움이 필요하다,그는 손을 내밀고 있었다. 그는 도와 달라고 하는 사람으로 보인다
699,그는 자신의 어머니를 바라봤다,그는 애정이 넘친다,그는 자신의 어머니를 바라봤다. 그는 사랑스러운 사람으로 보인다
700,그는 바지에 오줌을 쌌다,그는 부끄러워하거나 당황스러운 상황에 처한 것으로 보인다,그는 바지에 오줌을 쌌다. 그는 당황한 사람으로 보인다
701,그는 프로포즈하고 싶어 했다,그는 사랑에 빠졌다,그는 프로포즈하고 싶어 했다. 그는 설레는 사람으로 보인다
702,그는 엄청난 파티를 열었다,그는 사교적이다,그는 엄청난 파티를 열었다. 그는 활발한 사람으로 보인다
703,그는 3점슛을 성공시켰다,그는 정확하다,그는 3점슛을 성공시켰다. 그는 능력있는 사람으로 보인다
704,그는 셔츠에 케첩을 엎질렀다,그는 어설프다,그는 셔츠에 케첩을 엎질렀다. 그는 어설픈 사람으로 보인다
705,그는 대신 비디오 게임을 했다,그는 게으르다,그는 대신 비디오 게임을 했다. 그는 게으른 사람으로 보인다
706,그는 가려운 곳을 긁었다,그는 괴로워하다,그는 가려운 곳을 긁었다. 그는 괴로운 사람으로 보인다
707,그는 자녀가 한 명 있었다,그는 부모다,그는 자녀가 한 명 있었다. 그는 부모다운 사람으로 보인다
708,그는 아침에 일어나 준비를 했다,그는 책임감이 있다,그는 아침에 일어나 준비를 했다. 그는 활기찬 사람으로 보인다
709,그는 집에 갈 시간였다,그는 피곤하다,그는 집에 갈 시간였다. 그는 바쁜 사람으로 보인다
710,그는 주말에는 캠핑을 떠났다,그는 자연을 즐기는 사람으로 보인다,그는 주말에는 캠핑을 떠났다. 그는 모험심이 강한 사람으로 보인다
711,그는 중요한 회의가 있었다,그는 바쁘다,그는 중요한 회의가 있었다. 그는 긴장한 사람으로 보인다
712,그는 제대로 찾아왔다,그는 신중하다,그는 제대로 찾아왔다. 그는 신뢰할 만한 사람으로 보인다
713,그는 강도를 당했다,그는 불운한 상황에 처했다,그는 강도를 당했다. 그는 불운한 사람으로 보인다
714,그는 한 시간 늦었다,그는 부주의하다,그는 한 시간 늦었다. 그는 지각하는 사람으로 보인다
715,그는 새 아이폰을 구입했다,그는 부유하다,그는 새 아이폰을 구입했다. 그는 현명한 사람으로 보인다
716,그는 그녀를 흔들어 깨웠다,그는 걱정스럽다,그는 그녀를 흔들어 깨웠다. 그는 걱정스러운 사람으로 보인다
717,그는 메일함을 확인했다,그는 호기심이 많다,그는 메일함을 확인했다. 그는 꼼꼼한 사람으로 보인다
718,그는 서핑을 좋아했다,그는 모험적이다,그는 서핑을 좋아했다. 그는 용감한 사람으로 보인다
719,그는 새 시계를 받았다,그는 행운아이다,그는 새 시계를 받았다. 그는 기쁜 사람으로 보인다
720,그는 사슴을 쳤다,그는 잔인하다,그는 사슴을 쳤다. 그는 잔인한 사람으로 보인다
721,그는 심호흡을 했다,그는 진정되다,그는 심호흡을 했다. 그는 진정한 사람으로 보인다
722,그는 군에 입대했다,그는 헌신적이다,그는 군에 입대했다. 그는 훈련받은 사람으로 보인다
723,그는 좀 나아진 듯 보였다,그는 회복력이 있다,그는 좀 나아진 듯 보였다. 그는 희망적인 사람으로 보인다
724,그는 나무에 올라갔다,그는 용감하다,그는 나무에 올라갔다. 그는 용감한 사람으로 보인다
725,그는 무사히 도착했다,그는 안전을 중요시한다,그는 무사히 도착했다. 그는 안도한 사람으로 보인다
726,그는 선거에 출마했다,그는 야심차다,그는 선거에 출마했다. 그는 야심 있는 사람으로 보인다
727,그는 이메일을 찾았다,그는 기억력이 좋다,그는 이메일을 찾았다. 그는 기쁜 사람으로 보인다
728,그는 뼈가 부러졌다,그는 고통스럽다,그는 뼈가 부러졌다. 그는 고통받는 사람으로 보인다
729,그는 자신의 팔을 휘둘렀다,그는 화가 났다,그는 자신의 팔을 휘둘렀다. 그는 화가 나는 사람으로 보인다
730,그는 빨리 왔다,그는 서두르다,그는 민첩한 사람으로 보인다
731,그는 마이크를 내려놓았다,그는 실망스럽다,그는 마이크를 내려놓았다. 그는 자신감 있는 사람으로 보인다
732,그는 친구를 방문했다,그는 사교적이다,그는 친구를 방문했다. 그는 사교적인 사람으로 보인다
733,그는 감염되었다,그는 위험에 노출되었다,그는 감염되었다. 그는 아프고 피곤한 사람으로 보인다
734,그는 캘리포니아로 이사했다,그는 새로운 시작을 원하다,그는 새로운 시작을 하는 사람으로 보인다
735,그는 잠들지 못했다,그는 불안하다,그는 잠들지 못했다. 그는 불면증인 사람으로 보인다
736,그는 거미를 봤다,그는 무서워하다,그는 거미를 봤다. 그는 겁먹은 사람으로 보인다
737,그는 총을 쐈다,그는 위험하다,그는 총을 쐈다. 그는 위험한 사람으로 보인다
738,그는 열쇠를 받았다,그는 책임감 있는 사람으로 보인다,그는 열쇠를 받았다. 그는 기쁜 사람으로 보인다
739,그는 고양이를 입양하고 싶어 했다,그는 애완동물을 좋아하는 사람으로 보인다,그는 고양이를 입양하고 싶어 했다. 그는 사랑스러운 사람으로 보인다
740,그는 실수로 엎질렀다,그는 어설프다,그는 실수로 엎질렀다. 그는 어설픈 사람으로 보인다
741,그는 거북이를 발견했다,그는 귀엽다,그는 거북이를 발견했다. 그는 호기심 많은 사람으로 보인다
742,그는 대신 TV를 시청했다,그는 게으르다,그는 대신 TV를 시청했다. 그는 게으른 사람으로 보인다
743,그는 가려움증이 심했다,그는 괴로워 보인다,그는 가려움증이 심했다. 그는 괴로운 사람으로 보인다
744,그는 새 셔츠가 필요했다,그는 쇼핑을 좋아한다,그는 새 셔츠가 필요했다. 그는 단정한 사람으로 보인다
745,그는 낚시하러 가고 싶어했다,그는 평온하다,그는 낚시하러 가고 싶어했다. 그는 평온한 사람으로 보인다
746,그는 첫 데이트 중였다,그는 긴장되어 있다,그는 첫 데이트 중였다. 그는 긴장한 사람으로 보인다
747,그는 바위에 부딪혔다,그는 다치다,그는 바위에 부딪혔다. 그는 강인한 사람으로 보인다
748,그는 학교에 지각했다,그는 부주의하다,그는 학교에 지각했다. 그는 부주의한 사람으로 보인다
749,그는 첫 한입을 먹었다,그는 만족하다,그는 첫 한입을 먹었다. 그는 만족한 사람으로 보인다
750,그는 배가 고파졌다,그는 식욕이 강하다,그는 배가 고파졌다. 그는 굶주린 사람으로 보인다
751,그는 체중이 몇 파운드 줄었다,그는 건강하다,그는 체중이 몇 파운드 줄었다. 그는 건강한 사람으로 보인다
752,그는 그 결과 열쇠를 잃어버렸다,그는 난처하다,그는 그 결과 열쇠를 잃어버렸다. 그는 당황한 사람으로 보인다
753,그는 문을 두드리는 소리를 들었다,그는 깜짝 놀랐다,그는 문을 두드리는 소리를 들었다. 그는 궁금한 사람으로 보인다
754,그는 친구들이 그립었다,그는 사교적이다,그는 친구들이 그립었다. 그는 외로운 사람으로 보인다
755,그는 칭찬을 많이 받았다,그는 자신감이 있다,그는 칭찬을 많이 받았다. 그는 자랑스러운 사람으로 보인다
756,그는 반려견을 애견 공원에 데리고 갔다,그는 애완동물을 좋아하는 사람으로 보인다,그는 반려견을 애견 공원에 데리고 갔다. 그는 책임감 있는 사람으로 보인다
757,그는 저녁 식사를 위해 만났다,그는 사교적이다,그는 저녁 식사를 위해 만났다. 그는 기쁜 사람으로 보인다
758,그는 그가 가장 좋아하는 밴드를 봤다,그는 흥분했다,그는 그가 가장 좋아하는 밴드를 봤다. 그는 행복한 사람으로 보인다
759,그는 몇 시간이 걸렸다,그는 인내심이 있다,그는 몇 시간이 걸렸다. 그는 인내심 있는 사람으로 보인다
760,그는 적을 죽였다,그는 폭력적이다,그는 적을 죽였다. 그는 무자비한 사람으로 보인다
761,그는 슛을 성공시켰다,그는 자신감이 넘친다,그는 슛을 성공시켰다. 그는 자신감 넘치는 사람으로 보인다
762,그는 고양이를 찾았다,그는 기쁘다,그는 고양이를 찾았다. 그는 친근한 사람으로 보인다
763,그는 잠자리에 들 준비를 했다,그는 피곤하다,그는 잠자리에 들 준비를 했다. 그는 피곤한 사람으로 보인다
764,그는 기타를 구입했다,그는 음악에 관심이 많다,그는 기타를 구입했다. 그는 음악을 좋아하는 사람으로 보인다
765,그는 기분이 조금 나아졌다,그는 안도하다,그는 기분이 조금 나아졌다. 그는 안도한 사람으로 보인다
766,그는 가슴을 움켜쥐었다,그는 절망적이다,그는 가슴을 움켜쥐었다. 그는 두려운 사람으로 보인다
767,그는 전화를 받았다,그는 바쁘다,그는 전화를 받았다. 그는 기쁜 사람으로 보인다
768,그는 한 시간 거리에 있었다,그는 가까이 있다,그는 한 시간 거리에 있었다. 그는 조급한 사람으로 보인다
769,그는 배변을 보러 갔다,그는 보통 사람이다,그는 배변을 보러 갔다. 그는 급한 사람으로 보인다
770,그는 이마를 찡그렸다,그는 걱정스럽다,그는 이마를 찡그렸다. 그는 걱정스러운 사람으로 보인다
771,그는 재채기를 많이 했다,그는 알레르기가 있다,그는 재채기를 많이 했다. 그는 알레르기가 있는 사람으로 보인다
772,그는 첫 문신을 새겼다,그는 대담하다,그는 첫 문신을 새겼다. 그는 대담한 사람으로 보인다
773,그는 드디어 옷을 찾았다,그는 기뻐하다,그는 드디어 옷을 찾았다. 그는 안도한 사람으로 보인다
