,input,A,B,B2
823,그는 너무 화가 났다,그는 손을 놓고 숨을 고르다,그는 너무 화가 났다. 이는 그가 상황을 제어하기 전에 일어났다,그는 너무 화가 났다. 그 후에 그는 심호흡을 했다
824,그는 어제 집에 돌아왔다,그는 밥을 먹고 잠을 자다,그는 어제 집에 돌아왔다. 이는 그가 일을 마치고 퇴근하기 전에 일어났다,그는 피곤해서 바로 잠들었다
825,그는 금메달을 획득했다,그는 국가 대표팀으로 선발되었다,그는 금메달을 획득했다. 이는 그가 훈련을 시작하기 전에 일어났다,그는 금메달을 획득했다. 그 후에 그는 국민들로부터 영웅으로 칭송받았다
826,그는 스스로에게 매우 친절했다,그 주변 사람들에게도 친절하다,그는 스스로에게 매우 친절했다. 이는 다른 사람들을 도와주기 전에 일어났다,그는 스스로에게 매우 친절했다. 그 후에 자신을 더 사랑하게 되었다
827,그는 오늘 기분이 나아졌다,그는 일에 집중하다,그는 오늘 기분이 나아졌다. 이는 그가 의사의 처방을 받기 전에 일어났다,그는 오늘 기분이 나아졌다. 그 후에 친구들과 함께 좋은 시간을 보냈다
828,그는 하키를 하고 싶어 했다,그는 하키 팀에 가입하다,그는 하키를 하고 싶어 했다. 이는 그가 스케이트를 신기 전에 일어났다,그는 하키 팀에 가입했다
829,그는 낮잠을 자고 있었다,그는 일어나서 일을 마무리하다,그는 낮잠을 자고 있었다. 이는 약속 시간에 늦기 전에 일어났다,그는 낮잠을 자고 있었다. 그 후에 상쾌해져서 일에 집중할 수 있었다
830,그는 케이크를 주문했다,그는 생일을 축하하다,그는 케이크를 주문했다. 이는 생일을 축하하기 전에 일어났다,그는 케이크를 주문했다. 그 후에 친구들과 함께 생일 파티를 즐겼다
831,그는 옷이 필요했다,그는 쇼핑을 하다,그는 옷이 필요했다. 이는 추운 겨울이 오기 전에 일어났다,그는 옷가게에 들렀다. 그 후에 새로운 옷을 샀다
832,그는 나중에 다시 돌아왔다,그는 더 많은 경험을 쌓고 돌아왔다,그는 나중에 다시 돌아왔다. 이는 그가 모든 일을 마치고 집으로 돌아오기 전에 일어났다,그는 나중에 다시 돌아왔다. 그 후에 모든 것이 예전과 같았다
833,그는 드디어 착륙했다,그는 목적지에 도착하다,그는 드디어 착륙했다. 이는 그가 비행기를 놓치기 전에 일어났다,그는 드디어 착륙했다. 그 후에 모든 승객들이 안전하게 하차했다
834,그는 알람을 설정하는 것을 잊어버렸다,그는 늦게 일어나다,그는 알람을 설정하는 것을 잊어버렸다. 이는 그가 중요한 회의에 늦기 전에 일어났다,그는 알람을 설정하는 것을 잊어버렸다. 그 후에 그는 늦잠을 자고 말았다
835,그는 총을 조준했다,그는 총을 발사하다,그는 총을 조준했다. 이는 그가 자신의 행동을 신중하게 생각하기 전에 일어났다,그는 총을 조준했다. 그 후에 발사했다
836,그는 물렸다,그는 물을 마시러 갔다,그는 물렸다. 이는 그가 도망가기 전에 일어났다,그는 물렸다. 그 후에 그는 주사를 맞았다
837,그는 일자리를 찾을 수 없었다,그는 경제적으로 어려움을 겪다,그는 일자리를 찾을 수 없었다. 이는 경제가 불안정해지기 전에 일어났다,그는 일자리를 찾을 수 없었다. 그 후에 그는 친구의 소개로 좋은 기회를 얻었다
838,그는 장미 냄새가 났다,그는 주변을 둘러보다,그는 장미 냄새가 났다. 이는 그가 정원에서 꽃을 산책하기 전에 일어났다,그는 장미 냄새가 났다. 그 후에 그의 기분이 좋아졌다
839,그는 번호를 변경했다,그는 부정적인 연락을 차단하다,그는 번호를 변경했다. 이는 그가 스팸 전화를 받기 전에 일어났다,그는 번호를 변경했다. 그 후에 그의 전화가 계속 울리지 않았다
840,그는 공을 쫓아갔다,그는 골을 넣었다,그는 공을 쫓아갔다. 이는 그가 다리에 다칠까봐 걱정하기 전에 일어났다,그는 골을 넣었다. 그 후에 관중들은 환호했다
841,그는 사진을 찍으며 치즈라고 했다,그는 웃으면서 사진을 찍다,그는 사진을 찍으며 치즈라고 했다. 이는 그가 웃음 소리를 듣기 전에 일어났다,그는 웃으며 사진을 찍었다
842,그는 몸에서 덩어리가 만져졌다,그는 암 진단을 받다,그는 몸에서 덩어리가 만져졌다. 이는 그가 의사를 찾기 전에 일어났다,그는 병원에 가서 건강검진을 받았다
843,그는 하이킹을 시작했다,그는 산 정상에 도착했다,그는 하이킹을 시작했다. 이는 그가 체력을 다지기 전에 일어났다,그는 하이킹을 시작했다. 그 후에 그는 아름다운 풍경을 만끽했다
844,그는 학교에 지각하고 있었다,그는 선생님에게 사과하고 교실로 뛰어들다,그는 학교에 지각하고 있었다. 이는 그가 일어나서 버스를 놓치기 전에 일어났다,그는 학교에 지각하고 있었다. 그 후에 선생님에게 사과했다
845,그는 잠을 잘 못 자고 있었다,그는 다음날 피곤하게 깨어나다,그는 잠을 잘 못 자고 있었다. 이는 그가 다음날 중요한 시험을 보기 전에 일어났다,그는 잠을 잘 못 자고 있었다. 그 후에 그는 다음날 피곤해서 일을 제대로 할 수 없었다
846,그는 잭팟을 터뜨렸다,그는 부자가 되다,그는 잭팟을 터뜨렸다. 이는 그가 카지노를 나가기 전에 일어났다,그는 잭팟을 터뜨렸다. 그 후에 그는 모든 것을 바꾸기 위해 여행을 떠났다
847,그는 자신의 경험을 공유했다,그는 많은 사람들에게 영감을 주다,그는 자신의 경험을 공유했다. 이는 다른 사람이 같은 실수를 범하기 전에 일어났다,그는 많은 사람들에게 영감을 주었다
848,그는 밖에서 놀고 있었다,그는 갑자기 비가 오자 집으로 돌아가다,그는 밖에서 놀고 있었다. 이는 그가 숙제를 해야 한다는 걸 깨달기 전에 일어났다,그는 갑자기 비가 오기 시작했다. 그 후에 그는 집으로 뛰어들어갔다
849,그는 수업 시간에 잠이 들었다,그는 선생님에게 혼나다,그는 수업 시간에 잠이 들었다. 이는 강의가 끝나기 전에 일어났다,그는 교수님에게 혼나고 일어났다
850,그는 뉴욕에서 방문했다,그는 자유의 여신상을 보러 갔다,그는 뉴욕에서 방문했다. 이는 그가 세계적인 도시를 탐험하기 전에 일어났다,그는 뉴욕에서 방문했다. 그 후에 그는 세계적인 랜드마크를 많이 보았다
851,그는 새 바지를 구입했다,그는 자신의 새 바지를 자랑스럽게 입다,그는 새 바지를 구입했다. 이는 그가 옷장을 정리하기 전에 일어났다,그는 새 바지를 구입했다. 그 후에 자신의 옷장을 정리했다
852,그는 램프 냄새를 맡았다,그는 세계 여행을 떠났다,그는 램프 냄새를 맡았다. 이는 그가 화재가 일어나기 전에 일어났다,그는 램프를 문질렀다. 그 후에 지니가 나타났다
853,그는 여동생을 만났다,그는 여동생과 함께 저녁을 먹다,그는 여동생을 만났다. 이는 그가 집을 나서기 전에 일어났다,그는 여동생을 만났다. 그 후에 그녀와 함께 영화를 보러 갔다
854,그는 주차된 차량에 부딪혔다,그는 보험 청구를 하다,그는 주차된 차량에 부딪혔다. 이는 그가 주차 공간을 잘못 판단하기 전에 일어났다,그는 주차된 차량에 부딪혔다. 그 후에 그는 보험 청구서를 작성해야 했다
855,그는 수다를 떨며 시간을 보내었다,그는 친구들과 즐거운 시간을 보내다,그는 수다를 떨며 시간을 보내었다. 이는 그가 약속 시간에 맞추기 전에 일어났다,그는 친구들과 함께 맛있는 음식을 먹으러 갔다
856,그는 결국 떠났다,그는 새로운 시작을 했다,그는 결국 떠났다. 이는 그가 새로운 일자리를 찾기 전에 일어났다,그는 결국 떠났다. 그 후에 그의 친구들은 그를 그리워했다
857,그는 고통에 비명을 질렀다,그는 의료진에 구조되어 병원으로 이송되었다,그는 고통에 비명을 질렀다. 이는 응급실로 신속히 이송되기 전에 일어났다,그는 의료진에게 신속한 치료를 받았다
858,그는 코피를 흘렸다,그는 바닥을 닦다,그는 코피를 흘렸다. 이는 그가 집안을 엉망으로 만들기 전에 일어났다,그는 코피를 흘렸다. 그 후에 그는 휴지로 닦았다
859,그는 아이스크림이 있었다,그는 더위를 식히기 위해 아이스크림을 먹었다,그는 아이스크림이 있었다. 이는 그가 다 녹아버리기 전에 일어났다,그는 아이스크림을 먹었다
860,그는 소원을 빌었다,그 소원이 이루어졌다,그는 소원을 빌었다. 이는 그가 성공을 거두기 전에 일어났다,그는 소원을 빌었다. 그 후에 그의 소원이 이루어졌다
861,그는 고등학교 졸업을 앞두고 있었다,그는 대학 진학을 계획하다,그는 고등학교 졸업을 앞두고 있었다. 이는 대학 입학 전에 일어났다,그는 대학 진학을 위해 여러 대학교에 지원서를 제출했다
862,그는 개를 입양했다,그는 새로운 가족 구성원을 맞이하다,그는 개를 입양했다. 이는 그가 동물 보호소에 방문하기 전에 일어났다,그는 개를 입양했다. 그 후에 그의 삶은 더 활기차졌다
863,그는 걱정없이 잤다,그는 다음 날 일어나서 기분이 좋았다,그는 걱정없이 잤다. 이는 그가 다음날 일찍 일어나기 전에 일어났다,그는 걱정없이 잤다. 그 후에 다음 날 아침 상쾌하게 일어났다
864,그는 안경을 깨뜨렸다,그는 새 안경을 사야 했다,그는 안경을 깨뜨렸다. 이는 눈이 아프기 전에 일어났다,그는 안경을 깨뜨렸다. 그 후에 새로운 안경을 사러 안경점에 갔다
865,그는 뿌린 대로 거뒀다,그는 수확을 하다,그는 뿌린 대로 거뒀다. 이는 그가 수확하기 전에 일어났다,그는 놀랍도록 풍부한 수확을 얻었다
866,그는 손에 피가 묻어 있었다,그는 상처를 치료하다,그는 손에 피가 묻어 있었다. 이는 그가 사고를 pres하고 병원으로 가기 전에 일어났다,그는 손에 피가 묻어 있었다. 그 후에 그는 손을 깨끗이 씻었다
867,그는 귀를 뚫었다,그는 귀걸이를 착용하다,그는 귀를 뚫었다. 이는 그가 결혼하고 싶은 여자친구와 함께하기 전에 일어났다,그는 귀에 이어링을 달았다
868,그는 여러 친구를 초대했다,그는 파티를 열다,그는 여러 친구를 초대했다. 이는 파티가 시작되기 전에 일어났다,그는 여러 친구를 초대했다. 그 후에 파티가 열렸다
869,그는 지루함을 느꼈다,그는 책을 읽기 시작했다,그는 지루함을 느꼈다. 이는 그가 새로운 취미를 찾기 전에 일어났다,그는 지루함을 느꼈다. 그 후에 새로운 취미를 찾기 시작했다
870,그는 바스락거리는 소리를 들었다,"그는 뒤를 돌아보다, 누군가가 그의 머리카락을 자르고 있었다",그는 바스락거리는 소리를 들었다. 이는 그가 숲 속에서 길을 잃기 전에 일어났다,그는 바스락거리는 소리를 들었다. 그 후에 그는 주위를 둘러보았다
871,그는 화장실에 다녀와야 했다,그는 급히 화장실로 달려가다,그는 화장실에 다녀와야 했다. 이는 그가 집을 나서기 전에 일어났다,그는 화장실에 다녀와야 했다. 그 후에 긴 대기열을 발견했다
872,그는 악어를 봤다,그는 놀라서 뒤로 물러섰다,그는 악어를 봤다. 이는 그가 악어에게 공격당하기 전에 일어났다,그는 악어를 봤다. 그 후에 그는 안전한 곳으로 빠르게 이동했다
873,그는 무서운 영화를 보고 싶어 했다,그는 밤에 잠을 설쳤다,그는 무서운 영화를 보고 싶어 했다. 이는 밤에 혼자 집에 남기 전에 일어났다,그는 무서운 영화를 보고 싶어 했다. 그 후에 그는 혼자 집에서 무서운 영화를 시청했다
874,그는 빨간 신호등에 멈췄다,그는 초록불이 되자 다시 출발하다,그는 빨간 신호등에 멈췄다. 이는 그가 교통사고를 방지하기 위해 일어났다,그는 녹색 신호등이 되자 가속했다
875,그는 그녀의 눈을 바라봤다,그녀는 그의 말을 믿지 않았다,그는 그녀의 눈을 바라봤다. 이는 그가 말을 꺼내기 전에 일어났다,그는 그녀의 눈을 바라봤다. 그 후에 그녀와 미소를 나누었다
876,그는 수영장 파티에 초대했다,그는 친구들과 즐거운 시간을 보내다,그는 수영장 파티에 초대했다. 이는 그가 여름이 끝나기 전에 일어났다,그는 새 비키니를 사러 쇼핑몰에 갔다
