,input,A,B,B2,B3
602,그는 바지 단추를 풀었다,그 주변 사람들은 그가 바지를 고쳐달라고 요청할 것이다.,그는 그의 바지가 풀리는 것을 원하지 않았다.,그의 행동에 대한 이유를 알 수 있었다.,"주변 사람들은 당혹스러운 것을 원했는데, 왜냐하면 그는 바지 단추를 풀었기 때문이다."
603,그는 자신을 노출했다,주변 사람들은 그의 이유와 상황을 이해하고 싶어할 것이다.,그의 진실된 모습을 원했다.,그의 진정한 모습을 보는 것이었다.,"주변 사람들은 개인 정보를 원했는데, 왜냐하면 그는 자신을 노출했기 때문이다."
604,그는 모든 친구들에게 자랑했다,"""그의 친구들은 그에게 축하와 칭찬을 받고 싶어할 것이다.""",그의 성공을 원했다.,그의 자만심을 조금이라도 줄이는 것이었다.,"주변 사람들은 그의 주목을 원했는데, 왜냐하면 그는 모든 친구들에게 자랑했기 때문이다."
605,그는 말을 탔다,그의 안전과 잘 도착하기를 바랄 것이다.,말을 타는 것,그의 목적지에 빠르게 도착하는 것이었다.,"주변 사람들은 정확한 것을 원했는데, 왜냐하면 그는 말을 탔기 때문이다."
606,그는 수박에 줄을 그었다,그 사람이 줄을 그은 이유를 알고 싶어할 것이다.,시원한 것을 원했다.,수박을 사기 위해 기다리는 것이었다.,"주변 사람들은 시원한 수박을 원했는데, 왜냐하면 그는 수박에 줄을 그었기 때문이다."
607,그는 꿈에 그리던 남자를 만나게 되었다,주변 사람들은 그의 행복을 원할 것이다.,그의 행운을 부러워했다.,무엇인지 알려주세요. 주변 사람들이 원했던 것은 그가 행복하고 만족한 삶을 살아가는 것이었다.,"주변 사람들은 이해할 수 없는 것을 원했는데, 왜냐하면 그는 꿈에 그리던 남자를 만나게 되었기 때문이다."
608,그는 내일 역사 시험이 있었다,그의 친구들은 그가 시험을 잘 보고 좋은 성적을 받기를 원할 것이다.,그의 시험에 대해 물어보고 싶었다.,그가 시험을 잘 볼 수 있도록 도와주는 것이었다.,무엇을
609,그는 주차 위반 딱지를 받았다,"그는 주차 위반 딱지를 받았다면, 주변 사람들은 그가 불만을 품지 않고 책임을 인정하고 벌금을 낼 것을 원할 것이다.",그는 주차 위반 딱지를 받았다. 따라서 주변 사람들은 그것을 원했다.,그가 주차를 잘 지키는 것이었다.,"주변 사람들은 공감을 원했는데, 왜냐하면 그는 주차 위반 딱지를 받았기 때문이다."
610,그는 일하고 싶지 않아 했다,그 주변 사람들은 그가 일하고 책임감을 가지길 원할 것이다.,그는 그의 태도를 바꾸어 달라고 원했다.,그가 더욱 노력하고 책임감을 갖고 열심히 일하는 모습을 보여주는 것이었다.,"주변 사람들은 노력하는 것을 원했는데, 왜냐하면 그는 일하고 싶지 않아 했기 때문이다."
611,그는 메시지를 받았다,그 메시지가 무엇인지 궁금해할 것이다.,그는 메시지를 받았다. 따라서 주변 사람들은 무엇을 원했다.,무엇인지 궁금해했다.,"주변 사람들은 놀라운 것을 원했는데, 왜냐하면 그는 메시지를 받았기 때문이다."
612,그는 사이렌 소리를 들었다,"""그의 안전을 확인하고 싶어할 것이다.""",그는 사이렌 소리를 들었다. 따라서 주변 사람들은 안전을 원했다.,"빨리 대피하는 것이었다. 그는 주변을 둘러보았지만, 모두가 긴급하게 대피하고 있었다.","주변 사람들은 도망치는 것을 원했는데, 왜냐하면 그는 사이렌 소리를 들었기 때문이다."
613,그는 넷플릭스를 시청했다,그의 주변 사람들은 그가 넷플릭스를 시청하는 동안 조용히 하길 원할 것이다.,"""어떤 것""을 원했다.",무엇을 시청했는지 묻는 것이었다.,"주변 사람들은 주말에 외출을 원했는데, 왜냐하면 그는 넷플릭스를 시청했기 때문이다."
614,그는 동물병원에 데려갔다,그 동물이 건강해지길 바라실 것이다.,그의 애완동물이 얼른 나아지기를 원했다.,그의 애완견이 건강해지기를 바랐다.,"주변 사람들은 그의 반려동물을 원했는데, 왜냐하면 그는 동물병원에 데려갔기 때문이다."
615,그는 그의 엄마에게 말했다,"""그의 엄마가 안심하고 안정된 상황을 원할 것이다.""","""그가 무엇을 원했는지 궁금해했다.""",그의 엄마가 그를 이해해 주는 것이었다.,"주변 사람들은 놀라운 것을 원했는데, 왜냐하면 그는 그의 엄마에게 말했기 때문이다."
616,그는 많이 울었다,그에게 위로와 안정을 주는 말과 행동을 바라게 될 것이다.,그의 위로를 원했다.,그의 위로와 안정을 주는 것이었다.,"주변 사람들은 평화로운 것을 원했는데, 왜냐하면 그는 많이 울었기 때문이다."
617,그는 늙었다,그의 건강과 행복을 원할 것이다.,그의 지혜롭고 경험이 풍부한 충고를 원했다.,그의 건강과 안녕을 지키기 위한 도움을 주는 것이었다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 늙었기 때문이다."
618,그는 어린 딸이 있었다,주변 사람들은 그의 딸이 안전하고 행복하게 자라길 원할 것이다.,그녀의 안전과 행복을 원했다.,그녀에게 안전하고 행복한 환경을 제공하는 것이었다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 어린 딸이 있었기 때문이다."
619,그는 두 손을 모았다,주변 사람들은 그가 무엇을 바라는지 궁금해할 것이다.,그의 손을 모아서 뭔가를 기도하는 것을 원했다.,그가 그들에게 도움을 청하는 것이었다.,모종의
620,그는 외로움을 덜 느꼈다,그의 주변 사람들은 그가 행복하고 만족감을 느끼기를 원할 것이다.,그의 관심을 받고 싶어했다.,그와 더 많은 시간을 보내는 것이었다.,"주변 사람들은 친밀한 관계를 원했는데, 왜냐하면 그는 외로움을 덜 느꼈기 때문이다."
621,그는 낙담했다,그의 주변 사람들은 그가 다시 힘을 내고 긍정적으로 생각할 수 있기를 바라게 될 것이다.,그의 기분이 나아지길 원했다.,그가 다시 자신을 찾고 다시 일어서는 것이었다.,사랑과 지지를
622,그는 집을 팔았다,그의 가족과 친구들은 새로운 집을 구하는 것을 원할 것이다.,그는 이사를 가기 때문에 주변 사람들은 그의 집의 위치나 가격을 원했다.,무엇을 할지에 대한 결정이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 집을 팔았기 때문이다."
623,그는 병가를 내었다,그의 복귀를 원할 것이다.,그의 빠른 회복을 원했다.,그가 빨리 나아지기를 바라는 것이었다.,"주변 사람들은 그의 도움을 원했는데, 왜냐하면 그는 병가를 내었기 때문이다."
624,그는 새로운 사업을 시작했다,주변 사람들은 그의 성공을 바라고 응원할 것이다.,그의 성공을 원했다.,그의 성공과 안정적인 수입이었다.,"주변 사람들은 안정적인 것을 원했는데, 왜냐하면 그는 새로운 사업을 시작했기 때문이다."
625,그는 폭탄발언을 했다,주변 사람들은 그의 사과와 변명을 원할 것이다.,그는 폭탄발언을 했다. 따라서 주변 사람들은 그의 말을 원했다.,그의 말을 되돌리는 것이었다.,"주변 사람들은 사과를 원했는데, 왜냐하면 그는 폭탄발언을 했기 때문이다."
626,그는 울타리를 뛰어넘었다,그의 안전과 건강에 대해 걱정할 것이다.,그의 용기를 원했다.,그의 용기와 결단력을 따라잡는 것이었다.,"주변 사람들은 안전한 것을 원했는데, 왜냐하면 그는 울타리를 뛰어넘었기 때문이다."
627,그는 애완용 새를 키우고 있었다,주변 사람들은 그가 새에 대한 책임을 다짐하고 잘 키우기를 바라게 될 것이다.,새의 귀여움과 친근함을 원했다.,그 새가 날아다니는 모습을 볼 수 있는 기회였다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 애완용 새를 키우고 있었기 때문이다."
628,그는 가장 큰 소리로 비명을 질렀다,그 주변 사람들은 그가 안전하고 무사히 있기를 원할 것이다.,그의 안정을 되찾기를 원했다.,그의 안전과 평화였다. 그들은 그를 달래고 도와주기 위해 즉시 움직였다.,조용한
629,그는 우승 골을 넣었다,주변 사람들은 그에게 축하와 칭찬을 원할 것이다.,그는 축하것을 원했다.,그의 능력을 인정하는 것이었다.,"주변 사람들은 승리를 원했는데, 왜냐하면 그는 우승 골을 넣었기 때문이다."
630,그는 모두를 위해 위험을 감수했다,그의 안전과 건강을 바라게 될 것이다.,그의 안전과 건강,그의 용감한 행동에 대한 감사와 존경이었다.,"주변 사람들은 안전을 원했는데, 왜냐하면 그는 모두를 위해 위험을 감수했기 때문이다."
631,그는 자신을 쳐다보고 있었다,그 사람이 무엇을 보고 있는지 궁금해할 것이다.,주변 사람들은 그가 무엇을 생각하고 있는지 원했다.,그가 자신의 행동과 선택에 대해 책임을 지고 변화를 이끌어내는 모습이었다.,"주변 사람들은 주의를 원했는데, 왜냐하면 그는 자신을 쳐다보고 있었기 때문이다."
632,그는 계정을 만들었다,주변 사람들은 그가 어떤 계정을 만들었는지에 대해 궁금해할 것이다.,그는 계정을 만들었다. 따라서 주변 사람들은 그의 소식을 원했다.,무엇이든 그의 계정에 올리는 것이었다.,"주변 사람들은 도움/help를 원했는데, 왜냐하면 그는 계정을 만들었기 때문이다."
633,그는 새 개를 입양했다,그의 주변 사람들은 새 개가 행복하게 살고 건강하게 자라기를 원할 것이다.,그의 새로운 개를 만나고 싶어했다.,새 개와 친해지는 것이었다.,"주변 사람들은 새로운 개를 원했는데, 왜냐하면 그는 새 개를 입양했기 때문이다."
634,그는 정말 시끄럽었다,주변 사람들은 조용히 하라는 것을 원할 것이다.,조용한 것을 원했다.,조용함이었다.,조용한 것
635,그는 끔찍한 소리를 내었다,그 주변 사람들은 그가 안전하고 건강한 상태인지 확인하길 원할 것이다.,그는 그 소리를 멈추기를 원했다.,그 그의 고통을 더 이상 듣지 않기 위해 그를 도와주는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 끔찍한 소리를 내었기 때문이다."
636,그는 드디어 왔다,"""어떤 일이 일어났는지에 대해 자세한 설명을 원할 것이다.""",무엇,무엇인지 알아내기 위해 그에게 물어보았다.,"주변 사람들은 기다렸던 것을 원했는데, 왜냐하면 그는 드디어 왔기 때문이다."
637,그는 힌트를 알려줬다,"""그가 더 많은 정보를 공유해주길 원할 것이다.""",정답,무엇인지 알아내는 것이 더 쉬웠다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 힌트를 알려줬기 때문이다."
638,그는 정말 배가 불렀다,"""그에게 식사를 제공해주기를 원할 것이다.""",그는 정말 배가 불렀다. 따라서 주변 사람들은 그것을 원했다.,그가 식사를 하러 가는 것이었다.,맛있는 음식을
639,그는 장기자랑에서 우승했다,주변 사람들은 그에게 축하와 칭찬을 원할 것이다.,그의 장기 실력을 배우고 싶어했다.,그의 장기 실력을 가르쳐 달라는 것이었다.,승리한 것
640,그는 휴식이 필요했다,그의 주변 사람들은 그가 휴식을 취하고 쉬어야 한다는 것을 원할 것이다.,그의 휴식을 존중하고 그에게 조용한 시간을 주는 것을 원했다.,그가 잠시 쉬는 동안 조용히 지내는 것이었다.,휴식을
641,그는 항상 울었다,그의 주변 사람들은 그가 행복해지기를 원할 것이다.,그의 기분이 나아지길 원했다.,그의 마음을 편안하게 해주는 방법이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 항상 울었기 때문이다."
642,그는 샌드위치를 먹고 싶었다,그 주변 사람들은 그를 위해 샌드위치를 만들어주길 원할 것이다.,그는 샌드위치를 먹고 싶었다. 따라서 주변 사람들은 또한 샌드위치를 원했다.,그의 샌드위치를 나눠주는 것이었다.,"주변 사람들은 다른 것을 원했는데, 왜냐하면 그는 샌드위치를 먹고 싶었기 때문이다."
