,input,A,B,B2,B3
626,그는 울타리를 뛰어넘었다,그는 즉시 그를 멈추고 돌아보도록 명령할 것이다.,자유로워졌다.,불법으로 무단 침입하는 것이었다.,"저지른 일을 후회했는데, 왜냐하면 그는 울타리를 뛰어넘었기 때문이다."
627,그는 애완용 새를 키우고 있었다,그는 새가 안전하고 편안하게 느낄 수 있도록 주변 환경을 조성할 것이다.,앵무새를 키우고 있었다. 따라서 그는 앵무새를 키우고 있었다.,새에게 음식을 주고 깨끗한 물을 마련해 주는 것이었다.,울음을 터뜨렸다.
628,그는 가장 큰 소리로 비명을 질렀다,주변에 있는 사람들을 도와주기 위해 신속하게 대처할 것이다.,절망했다.,모두의 주의를 끌기 위한 것이었다.,울음
629,그는 우승 골을 넣었다,그는 기뻐하고 팀 동료들과 함께 축하할 것이다.,승리했다.,우승을 차지하는 데 결정적인 역할을 했다.,"경기에서 많은 노력을 했는데, 왜냐하면 그는 우승 골을 넣었기 때문이다."
630,그는 모두를 위해 위험을 감수했다,그는 용감하게 행동할 것이다.,희생을 했다.,다소 무모한 일이었다. 하지만 그는 자신의 목표를 이루기 위해 모든 것을 다 할 준비가 되어 있었다.,"희생을 했는데, 왜냐하면 그는 모두를 위해 위험을 감수했기 때문이다."
631,그는 자신을 쳐다보고 있었다,그는 상황을 주시하고 대화를 시작할 것이다.,웃음을 참지 못했다.,그의 눈을 피하는 것이었다.,"웃고 있었는데, 왜냐하면 그는 자신을 쳐다보고 있었기 때문이다."
632,그는 계정을 만들었다,"그는 계정을 만들었다면, 해당 계정을 관리하고 활용할 것이다.",가입했다.,계정 정보를 입력하고 인증을 받는 것이었다.,"로그인을 했는데, 왜냐하면 그는 계정을 만들었기 때문이다."
633,그는 새 개를 입양했다,그는 새로운 개를 환영하고 책임지며 돌봐줄 것이다.,반려견을 입양했다. 따라서 그는 새로운 가족을 얻었다.,새로운 가족 구성원을 환영하는 것이었다.,"집에 돌아왔을 때 기뻐했는데, 왜냐하면 그는 새 개를 입양했기 때문이다."
634,그는 정말 시끄럽었다,그는 주변 사람들을 배려하여 조용하게 행동할 것이다.,귀찮은 것들을 했다.,다른 사람들을 방해하는 것이었다.,"그는 화를 냈는데, 왜냐하면 그는 정말 시끄럽었기 때문이다."
635,그는 끔찍한 소리를 내었다,그는 주변을 살피며 안전한 곳으로 이동할 것이다.,전율을 느꼈다.,무서운 꿈을 꾸었던 것이 분명했다.,울음을 터뜨렸다
636,그는 드디어 왔다,그는 기뻐하여 환영할 것이다.,기뻐했다.,무엇이든 가능했다.,"그는 기뻤었는데, 왜냐하면 그는 드디어 왔기 때문이다."
637,그는 힌트를 알려줬다,그는 문제 해결을 돕기 위해 힌트를 알려줄 것이다.,도와줬다. 따라서 그는 친절했다.,누군가가 문제를 해결할 수 있도록 도와주는 것이었다.,도와줬다
638,그는 정말 배가 불렀다,그는 식사를 하거나 간식을 먹을 것이다.,식사를 했다.,냉장고를 열어 음식을 찾아 먹는 것이었다.,"배가 고했는데, 왜냐하면 그는 정말 배가 불렀기 때문이다."
639,그는 장기자랑에서 우승했다,그는 자신의 승리를 겸손하게 받아들일 것이다.,그는 우승자가 되었다.,장기를 잘 둔 것이었다.,"그는 자랑스러워했는데, 왜냐하면 그는 장기자랑에서 우승했기 때문이다."
640,그는 휴식이 필요했다,그는 휴식을 취할 것이다.,휴식을 취하였다.," 늦잠을 자고, 책을 읽으며 차를 마시는 것이었다.","쉬었는데, 왜냐하면 그는 휴식이 필요했기 때문이다."
641,그는 항상 울었다,"그는 상황에 따라 다르지만, 대부분의 경우에는 안정을 찾기 위해 친구나 가족과 이야기를 나누거나 도움을 요청할 것이다.",슬펐다.,매우 슬픈 상황이었다.,웃었어
642,그는 샌드위치를 먹고 싶었다,그는 주변에 샌드위치 가게를 찾아서 가서 샌드위치를 구매할 것이다.,식료품 가게에 갔다.,"빵을 꺼내어 슬라이스하고, 햄과 치즈를 올려 샌드위치를 만들었다.","그는 배고팠었는데, 왜냐하면 그는 샌드위치를 먹고 싶었기 때문이다."
643,그는 선생님과 이야기를 나눴다,선생님과의 이야기를 경청하고 존중하며 적극적으로 참여할 것이다.,선생님과 이야기를 나누었으므로 그는 대화를 나누었다.,선생님의 조언을 듣고 공부 방법을 바꾸는 것이었다.,"숙제를 늦게 했는데, 왜냐하면 그는 선생님과 이야기를 나눴기 때문이다."
644,그는 햄버거를 주문했다,그는 햄버거를 기다릴 것이다.,식사를 했다.,햄버거 가게에서 메뉴를 살펴보고 원하는 햄버거를 선택한 후 주문을 하였다.,"화가 났는데, 왜냐하면 그는 햄버거를 주문했기 때문이다."
645,그는 슬프게 고개를 흔들었다,"""그는 위로의 말을 건네거나 안아주며 공감해줄 것이다.""",우는 것을 나타냈다.,그가 그의 상황을 받아들이고 포기하는 것이었다.,웃음을 참았다
646,그는 아주 잘 자고 있었다,그는 계속 자면서 평온하게 잠을 이어나갈 것이다.,잠을 자고 있었다.,무엇이든지 그에게 더 나은 휴식을 제공하는 것이었다.,"졸린 상태로 일어났는데, 왜냐하면 그는 아주 잘 자고 있었기 때문이다."
647,그는 문이 잠겨 있는 것을 발견했다,그는 열쇠를 찾거나 문을 부수지 않고 주인에게 연락할 것이다.,문을 부수었다., 문을 열기 위해 열쇠를 찾거나 문을 부수는 것이었다.,"열쇠를 찾아보려고 했는데, 왜냐하면 그는 문이 잠겨 있는 것을 발견했기 때문이다."
648,그는 문이 열리는 소리를 들었다,그는 주변을 살피며 경계를 기울일 것이다.,의자에서 일어섰다.,문을 열고 안으로 들어간 것이었다.,"그는 놀라워했는데, 왜냐하면 그는 문이 열리는 소리를 들었기 때문이다."
649,그는 투표를 했다,그는 자신의 의견을 표현하고 다른 사람들과 함께 민주주의적 프로세스에 참여할 것이다.,선택권을 행사했다.,투표권을 행사한 것이다.,"투표를 했는데, 왜냐하면 그는 시민의 의무를 다하기 위해 투표를 했기 때문이다."
650,그는 기둥에 부딪혔다,그는 상처를 확인하고 필요하다면 의료진에게 도움을 요청할 것이다.,아픈 것 같았다.,"기둥을 피하는 것이었다. 그는 아픔을 참으며 다시 일어섰고, 주위를 둘러보았다.","그는 아프지 않았는데, 왜냐하면 그는 기둥에 부딪혔기 때문이다."
651,그의 말이 옳은 것처럼 보였다,그는 사실을 확인한 후에 적절한 대응을 할 것이다.,그의 말이 옳은 것처럼 보였다. 따라서 그는 자신을 믿었다., 옳다고 여겨졌다.,"논리적으로 이야기하지 않았다면, 왜냐하면 그의 말이 옳은 것처럼 보였기 때문이다."
652,그는 친구가 필요했다,그는 친구에게 도움을 제공할 것이다.,그는 친구가 필요했다. 따라서 그는 친구를 사귀었다.,친구를 사귀기 위해 노력하는 것이었다.,웃었었다
653,그는 새로운 고객을 확보했다,"그는 새로운 고객을 확보했으니, 환영의 메일을 보내고 새로운 계약 및 서비스에 대해 안내할 것이다.",성공했다.,새로운 제품 라인을 개발하고 마케팅 전략을 재조정하는 것이었다.,노력을 기울였다.
654,그는 집을 구입했다,그는 집을 구입한 후에 가족과 함께 즐거운 시간을 보내며 새로운 시작을 준비할 것이다.,부동산을 구입했다. 따라서 그는 부동산 투자를 했다.,집을 장식하고 가구를 구입하는 것이었다.,"그는 돈을 모았었는데, 왜냐하면 그는 집을 구입했기 때문이다."
655,그는 낚시를 하거나 미끼를 잘랐다,그는 낚시를 하거나 미끼를 잘랐다.,낚시를 했다.,낚시를 하거나 미끼를 잘랐다. 따라서 그가 했던 것은 낚시 준비였다.,"그는 냄새가 나는 행동을 했는데, 왜냐하면 그는 낚시를 하거나 미끼를 잘랐기 때문이다."
656,그는 새 모자를 구입했다,그는 새 모자를 구입한 후에 기뻐하고 즐거워할 것이다.,쇼핑을 했다.,새 모자를 쓰고 나서 자신의 새로운 이미지를 친구들에게 자랑하는 것이었다.,"돈을 절약했는데, 왜냐하면 그는 새 모자를 구입했기 때문이다."
657,그는 시동을 켜었다,그는 차를 운전할 준비를 한다.,운전을 시작했다.,차를 운전하려는 것이었다.,"차를 운전했는데, 왜냐하면 그는 시동을 켰기 때문이다."
658,그는 운전면허 시험에 합격했다,운전면허증을 신청하러 갈 것이다.,운전면허를 취득했다., 자동차를 운전하는 것이었다.,공부를 열심히
659,그는 헬스장에 가입했다,그는 꾸준히 운동을 하며 건강한 삶을 유지할 것이다.,운동을 시작했다.,운동복을 사고 매일 아침 일찍 일어나서 운동을 하러 가는 것이었다.,"운동을 시작했는데, 왜냐하면 그는 헬스장에 가입했기 때문이다."
660,그는 자신의 컬렉션을 탐색했다,.그는 새로운 아이템을 찾아 추가할 것이다.,그는 발견했다., 각 아이템을 주의 깊게 살펴보고 그들의 역사와 가치를 파악하는 것이었다.,"그는 호기심을 느꼈는데, 왜냐하면 그는 자신의 컬렉션을 탐색했기 때문이다."
661,그는 지갑을 챙겼다,그는 주변을 둘러보고 주인을 찾아내어 지갑을 반환할 것이다.,돈을 지불했다.,무엇을 사기 위해 가게로 향했다.,도망쳤다
662,그는 제시간에 도착했다,그는 기뻐하며 다른 사람들을 기다리지 않고 바로 진행할 것이다.,시간을 지켰다.,"그는 회의에 참석할 수 있었고, 중요한 결정에 참여할 수 있었다.","그는 늦었을 수도 있었지만, 왜냐하면 그는 제시간에 도착했기 때문이다."
663,그는 밤새도록 잠을 잤다,그는 다음날 일찍 일어나서 휴대폰을 이용하지 않고 자연 속에서 산책을 할 것이다.,피곤함,무엇이었을까요? 추가 정보가 있으면 도와드릴 수 있어요.,"열심히 일했는데, 왜냐하면 그는 밤새도록 잠을 잤기 때문이다."
664,그는 이를 악물었다,그는 분노하여 이를 악물 것이다.,분노했다.,그의 분노를 억제하는 것이었다.,"화를 했는데, 왜냐하면 그는 이를 악물었기 때문이다."
665,그는 1위로 데뷔했다,그는 겸손하게 감사의 인사를 전하고 더 열심히 노력할 것이다.,최고의 실적을 달성했다.,"많은 사람들에게 영감을 주고, 자신의 재능을 세상에 알리는 것이었다.","그는 노력했는데, 왜냐하면 그는 1위로 데뷔했기 때문이다."
666,그는 방문하고 싶다고 했다,그는 방문 일정을 잡아서 그의 친구를 만나러 갈 것이다.,곧 방문할 것이다.,어디에 가고 싶은지 묻는 것이었다.,"그는 신속하게 움직였는데, 왜냐하면 그는 방문하고 싶다고 했기 때문이다."
667,그는 드디어 전화했다,그는 전화를 받았다.,연락,전화를 받기 위해 기다리는 것이었다.,"그는 늦었는데, 왜냐하면 그는 드디어 전화했기 때문이다."
668,그는 광고를 게시했다,그는 광고를 게시한 후 관련된 응답을 확인하고 처리할 것이다.,광고를 게시했다. 따라서 그는 홍보를 했다.,상품이나 서비스를 홍보하는 것이었다.,"그는 화가 났는데, 왜냐하면 그는 광고를 게시했기 때문이다."
669,그는 울고 싶은 기분였다,그는 슬픈 감정을 받아들이고 울면서 그 감정을 표현할 것이다.,울었다.,눈물을 참고 견딜 수 없는 슬픔을 감추려고 노력하는 것이었다.,울었어
670,그는 스스로를 부끄러워했다,그는 자신의 행동을 반성하고 변화하기 위해 노력할 것이다.,숨어 있었다.,자신을 변화시키기 위해 노력하는 것이었다.,"그는 울었는데, 왜냐하면 그는 스스로를 부끄러워했기 때문이다."
671,그는 나머지를 그녀에게 맡겼다,"""그는 그녀에게 나머지를 맡겼다.""",안심된,그녀가 맡은 일을 완료하는 것이었다.,"쉬었는데, 왜냐하면 그는 나머지를 그녀에게 맡겼기 때문이다."
672,그는 야채를 더 많이 먹었다,그는 건강한 식습관을 유지하기 위해 야채를 더 많이 먹을 것이다.,건강해졌다.,야채를 더 많이 구입하는 것이었다.,"건강해졌는데, 왜냐하면 그는 야채를 더 많이 먹었기 때문이다."
673,그는 돈을 잊어버렸다,"그는 주변을 둘러보고 빌릴 수 있는 사람이 있는지 확인한 후, 필요하다면 ATM에서 현금을 찾아올 것이다.",친구에게 빌렸다.,무엇인가를 빌리거나 다른 지불 방법을 찾는 것이었다.,"지갑을 잊어버렸는데, 왜냐하면 그는 돈을 잊어버렸기 때문이다."
