,input,A,B,B2,B3
771,그는 재채기를 많이 했다,주변 사람들은 그가 아프거나 불쾌해하는 것 같다고 생각했다.,그는 감기에 걸렸을 것을 느꼈다.,코로나 바이러스에 대한 걱정이었다.,"이상한 것, 예의를 차리기 어려운 것"
772,그는 첫 문신을 새겼다,"""주변 사람들은 궁금하고 놀라웠다.""",그의 결단력과 자신감,그는 자신의 개성과 독특함을 표현하고 싶었다.,관심을 느겼을 것이다.
773,그는 드디어 옷을 찾았다,주변 사람들은 안도하고 기뻤다.,그의 안도를,그는 신뢰감과 안도였다.,만족감을
774,그는 공을 튕겼다,"""주변 사람들은 놀라거나 궁금해했다.""",공의 소리를 느꼈다.,그는 놀라움과 흥분이었다.,"주변 사람들은 놀라움을 느꼈는데, 왜냐하면 그는 공을 튕겼기 때문이다."
775,그는 큰 소리가 들렸다,주변 사람들은 놀라거나 불안해했다.,그는 놀라움을 느꼈다.,전율이었다. 그 큰 소리로 인해 주변 사람들은 전율을 느꼈고 놀라움을 감추지 못했다.,"주변 사람들은 놀라움을 느꼈는데, 왜냐하면 그는 큰 소리가 들렸기 때문이다."
776,그는 미끄러져 넘어졌다,주변 사람들은 그의 안전을 걱정하며 놀랐다.,위험한 것,그의 안전에 대한 걱정과 불안이었다.,놀란 것을
777,그는 그 결과 지갑을 잃어버렸다,주변 사람들은 그가 지갑을 잃어버린 것에 대해 안타까워했다.,불안함을,"그는 매우 당황스러웠고, 걱정되었다.",당황한
778,그는 새 게임을 구입했다,"""그의 친구들은 흥분하여 새 게임을 함께 즐기기를 기대했다.""",호기심을 느꼈다.,그는 게임에 빠져들 것이라고 예상했다.,즐거움을
779,그는 나머지를 저장했다,주변 사람들은 안심하고 감사했다.,그는 대단한 것을 이룬 것을 느꼈다.,그는 항상 준비가 되어 있다는 것이었다.,안전함을
780,그는 일정을 변경했다,주변 사람들은 불편하고 당황스러웠다.,불안함을 느꼈다.,그의 결정에 대한 놀라움과 혼란이었다.,불편한
781,그는 트롬본을 연주했다,주변 사람들은 그의 연주에 감동을 받았다.,음악의 감동을 느꼈다.,그의 열정적이고 흥겨운 연주에 대한 놀라움과 감탄이었다.,감동을
782,그는 번지점프를 하러 갔다,주변 사람들은 불안하고 걱정했다.,위험한,그의 용기와 모험정신에 대한 경외감이었다.,불안한/위험한
783,그는 운동량을 늘렸다,그 주변 사람들은 기쁘고 건강해 보였다.,그는 더 강해진 것을 느꼈다.,그는 더 건강해 보였고 에너지가 넘쳤다.,피곤함을
784,그는 그녀에게 휴가를 줬다,그 주변 사람들은 그의 관용적인 행동에 감동을 받았다.,대단한 generosity,부러움이었다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그는 그녀에게 휴가를 줬기 때문이다."
785,그는 다니던 직장을 그만뒀다,그의 가족과 친구들은 놀라고 걱정했다.,그의 결정에 대해 놀라움을 느꼈다.,그의 결정에 대한 놀라움과 궁금함이었다.,"주변 사람들은 안타까운 것을 느꼈는데, 왜냐하면 그는 다니던 직장을 그만뒀기 때문이다."
786,그는 그녀와 같은 냄새가 났다,"""그들은 놀랐고 혼란스러웠다.""","""그는 그녀와 같은 냄새가 났다. 따라서 주변 사람들은 둘 사이에 어떤 관계가 있는지를 느꼈다.""",그들이 서로 가까이에 있었음을 암시하는 것이었다.,이상한(reaction)
787,그는 드디어 만났다,주변 사람들은 기뻤다.,기쁨을,그는 그의 미래를 위해 새로운 시작을 하는 것이었다.,기쁨을
788,그는 어느 날 집에 돌아왔다,주변 사람들은 놀라거나 기뻐했다.,그의 부재를 느꼈다.,그의 부드러운 웃음과 편안한 분위기였다.,"주변 사람들은 놀라움을 느꼈는데, 왜냐하면 그는 어느 날 집에 돌아왔기 때문이다."
789,그는 그녀에게 손을 내밀었다,그 주변 사람들은 놀라거나 당황했을 것이다.,따라서 주변 사람들은 그들 사이에 로맨틱한 분위기를 느꼈다.,따라서 주변 사람들이 느꼈던 것은 그들 사이에 특별한 연결이 있었다는 것이었다.,"놀라운 것을 느꼈는데, 왜냐하면 그는 그녀에게 손을 내밀었기 때문이다."
790,그는 두통이 심했다,주변 사람들은 그의 걱정스러운 상태에 대해 걱정했다.,그의 불편함을,그는 불편함과 걱정이었다.,"주변 사람들은 걱정을 느꼈는데, 왜냐하면 그는 두통이 심했기 때문이다."
791,그는 사인을 받았다,"""주변 사람들은 그가 성취한 것에 대해 기뻐했다.""",그의 성취감과 자부심을 느꼈다.,그는 미래에 대한 희망과 기대감이었다.,"주변 사람들은 안도된 것을 느꼈는데, 왜냐하면 그는 사인을 받았기 때문이다."
792,그는 가까워지고 있었다,주변 사람들은 기뻐했다.,그의 변화된 모습을,그의 존재감과 영향력이 점점 커지고 있다는 것이었다.,불안한 것을
793,그는 케이크를 굽고 싶어 했다,"""그의 주변 사람들은 놀라거나 기뻐했다.""",그는 케이크를 굽고 싶어 했다. 따라서 주변 사람들은 그의 열정을 느꼈다.,"""그의 열정과 사랑이었다. 친구들은 그를 도와주고 싶어했고, 가족들은 그의 요리를 맛보고 싶어 했다.""","주변 사람들은 향기를 느꼈는데, 왜냐하면 그는 케이크를 굽고 싶어 했기 때문이다."
794,그는 기침이 심했다,주변 사람들은 걱정스러워했다.,그는 병이 있다고 생각했다.,그의 건강 상태에 대한 걱정이었다.,불안한 것을
795,그는 새 친구가 생겼다,"""주변 사람들은 기뻐했다.""",질투,새로운 변화와 새로운 에너지였다.,기쁨을
796,그는 새 시계를 구입했다,"""주변 사람들은 그가 기뻐하는 것을 보고 놀라거나 기쁘거나 부러워했다.""",시간이 지나는 것을 느꼈다.,그는 자신의 새로운 스타일과 성격을 표현하고자 한다는 것이었다.,기쁨을
797,그는 화장실을 이용했다,주변 사람들은 그에 대해 별로 신경쓰지 않았다.,그는 화장실을 이용했다. 따라서 주변 사람들은 그의 부재를 느꼈다.,그는 잠시 후 깨끗하고 상쾌한 느낌이었다.,이상한 냄새를
798,그는 기차를 놓쳤다,주변 사람들은 실망과 안타까움을 느꼈다.,그는 실망과 당황을 느꼈다.,그는 실망과 당황이었다.,실망함을
799,그는 정말 수줍음이 많았다,주변 사람들은 그의 수줍음을 이해하고 공감했다.,그는 말없이도 불안함을 느꼈다.,그는 내성적이고 소심하다는 것이었다.,부끄러운
800,그는 드디어 임신했다,"""주변 사람들은 기쁨과 축복의 감정을 느꼈다.""",기쁨을,기쁨과 기대감이었다. 새로운 생명이 창조되고 가족이 더 크게 될 것임을 알게 되어 기뻤다.,기쁨을
801,그는 볼링을 치러 갔다,그의 친구들은 즐거워하고 기대했다.,그의 볼링 실력을 느꼈다.,그는 스포츠를 즐기고 활동적인 삶을 살았던 것이었다.,즐거운 것을
802,그는 팀에 합류했다,주변 사람들은 기쁨과 흥분을 느꼈다.,그의 도움을 느꼈다.,그의 도움과 영향력이 늘어났다.,기대감을
803,그는 수표를 입금했다,"""그의 친구들은 안심하고 안도했다.""",부자가 되었다.,그는 재산이 늘어났을 것이라는 확신이었다.,"불안한(reassured) 것을 느꼈는데, 왜냐하면 그는 수표를 입금했기 때문이다."
804,그는 결승에 진출했다,"""주변 사람들은 기뻤다.""",승리의 기쁨을 느꼈다.,그의 열정과 노력이 빛을 발하고 있다는 것이었다.,놀라운 것을
805,그는 데이트를 취소했다,주변 사람들은 실망했다.,실망,실망과 놀람이었다.,실망한
806,그는 에세이를 써야 했다,"""그의 주변 사람들은 그가 에세이를 써야 한다는 부담감을 느꼈다.""",그는 바쁜 것을 느꼈다.,그는 매우 열심히 일하고 있었다.,"주변 사람들은 압박을 느꼈는데, 왜냐하면 그는 에세이를 써야 했기 때문이다."
807,그의 차례가 돌아왔다,"""주변 사람들은 기뻤다.""",긴장된 것을 느꼈다.,그의 신중함과 책임감이었다.,불안한
808,그는 다음 날 깨어났다,그의 가족과 친구들은 안도하고 기뻤다.,그의 변화된 태도를 느꼈다.,그는 어제의 피로가 싹 사라진 새로운 에너지와 활기찬 모습이었다.,"놀랐을 것을 느꼈는데, 왜냐하면 그는 다음 날 깨어났기 때문이다."
809,그는 학교를 다니기 시작했다,"""주변 사람들은 기뻤다.""",그는 더 성숙해지고 책임감 있는 것을 느꼈다.,그의 열정과 집중력이 놀라웠다.,"주변 사람들은 호기심을 느꼈는데, 왜냐하면 그는 학교를 다니기 시작했기 때문이다."
810,그는 화살을 쐈다,주변 사람들은 놀라거나 두려워했을 것이다.,위험한 것,"전율과 놀라움이었다. 그의 명확한 목표와 정확한 조준은 주변 사람들을 깜짝 놀라게 했고, 화살이 목표를 맞추면서 전율을 일으켰다.",공포를
811,그는 스스로를 격려했다,그 주변 사람들은 그의 자신감이 떨어지고 불안해하는 것을 느꼈다.,그의 자신감과 자아를.,그는 자신에게 엄격했다. 따라서 주변 사람들이 느꼈던 것은 그의 열정과 헌신이었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 스스로를 격려했기 때문이다."
812,그는 팔에 화상을 입었다,주변 사람들은 그의 안전과 건강을 걱정했다.,그는 아픔을 느꼈다.,그는 아픔과 걱정이었다.,애석한
813,그는 가라데를 배우고 싶어했다,그 주변 사람들은 호기심과 관심을 느꼈다.,그의 열정과 흥미를 느꼈다.,"""그의 열정과 의지였다. 그는 매일 가라데 수업을 듣고 연습하며 자신의 꿈을 이루기 위해 노력했다.""","주변 사람들은 호기심을 느꼈는데, 왜냐하면 그는 가라데를 배우고 싶어했기 때문이다."
814,그는 능력을 잃었다,주변 사람들은 그의 능력을 잃어서 안타까워했다.,그는 능력을 잃었다. 따라서 주변 사람들은 안타까운 것을 느꼈다.,그의 무력감과 무기력함이었다.,불안한 것을
815,그는 머리를 맞았다,주변 사람들은 그의 안전과 건강을 걱정했다.,그는 머리를 맞았다. 따라서 주변 사람들은 그가 다치지 않았는지 걱정을 했다.,그는 의식을 잃은 것이었다.,불안한(reeling)
816,그는 게임을 제안했다,"""주변 사람들은 흥분했다.""",즐거움과 흥분,그는 즐거움과 흥분이었다.,신뢰할 만한 것
817,그는 브로드웨이 공연을 보러 갔다,그 주변 사람들은 기뻤다.,그의 열정을,"그는 열정적으로 무대 위에서 연기하는 배우들의 열정과 에너지에 영감을 받았고, 그들의 뛰어난 연기와 노래 실력에 감탄했다.","즐거운 것을 느꼈는데, 왜냐하면 그는 브로드웨이 공연을 보러 갔기 때문이다."
818,그는 최근에 이사했다,"""주변 사람들은 그의 새로운 시작을 응원하고 기쁘게 생각했다.""",그는 최근에 이사했다. 따라서 주변 사람들은 그의 부재를 느꼈다.,새로운 환경에 적응하는 것이 어려웠다.,"불안한 것을 느꼈는데, 왜냐하면 그는 최근에 이사했기 때문이다."
819,그는 임신 테스트를 받았다,그 주변 사람들은 놀라거나 기쁘거나 걱정했을 것이다.,그는 임신 테스트를 받았다. 따라서 주변 사람들은 놀라움을 느꼈다.,그의 긴장된 기다림과 불안이었다.,의심스러운
820,그는 주차장에서 열쇠를 찾았다,"""주변 사람들은 안심하고 안도했다.""",불안한 것을 느꼈다.,그는 차를 주차하고 나서 열쇠를 잃어버린 것 같았다.,불안한 것을
821,그는 기타를 조율했다,주변 사람들은 기뻤다.,음악의 조화를,그는 음악에 대한 열정과 전문성이었다.,음악적인 재미를
822,그는 그녀에게 매우 화가 났다,그 주변 사람들은 그의 화가 난 모습을 보고 놀랐다.,그의 분노를 느꼈다.,"그의 분노와 불안이었다. 그는 폭발할 것 같은 기운을 품고 있었고, 모두가 조심스럽게 그의 말을 듣고 있었다.","주변 사람들은 긴장된 것을 느꼈는데, 왜냐하면 그는 그녀에게 매우 화가 났기 때문이다."
823,그는 너무 화가 났다,주변 사람들은 불편하고 걱정스러웠다.,그의 분노를 느꼈다.,그의 분노와 불안함이었다.,"불편한(really uncomfortable) 것을 느꼈는데, 왜냐하면 그는 너무 화가 났기 때문이다."
824,그는 어제 집에 돌아왔다,"가족들은 기뻤고 안도했을 것이고, 친구들은 반가워했을 것이다.","안도함, 안심함",그의 부재로 인한 고요함과 조용함이었다.,"주변 사람들은 안도한 것을 느꼈는데, 왜냐하면 그는 어제 집에 돌아왔기 때문이다."
825,그는 금메달을 획득했다,주변 사람들은 기뻤다.,그는 자랑스러운 것을 느꼈다.,그는 정말 대단한 선수라는 것이었다.,놀라움을
