,input,A,B,B2
490,그는 어디에서도 그녀를 찾을 수 없었다,어디서도 그녀를 찾을 수 없었기 때문에 그는 그녀를 찾기 위해 다양한 장소를 방문했다.,그녀가 사라지기 전에 일어났다.,그녀가 사라진 것을 알고 있었기 때문이다.
491,그는 학교로 돌아왔다,그는 학교를 떠났다.,그는 학교로 돌아왔다. 이는 일어나기 전에 일어났다.,어떤 일이 있었는지 기억이 나지 않았다.
492,그는 그녀를 찔렀다,그녀와 그의 갈등으로 인해 그녀를 찔렀다.,사과,그 전에 그녀를 무시했었다.
493,그는 학교에 도착했다,그는 집을 떠났다.,그는 학교에 도착했다. 이는 일어나기 전에 일어났다.,집에서 출발했다.
494,그는 자신에게 화를 내고 있었다,어떤 사람이 그에게 실망을 했거나 그의 기대를 어기는 일이 있었을 것이다.,무슨 일이 일어나기 전에 일어났다.,무슨 일이 있었는지를 생각해보았다. 그 전에 친구와의 갈등이 있었던 것 같았다.
495,그는 피자를 주문했다,피자를 주문하기 전에 그는 메뉴를 살펴보고 전화로 주문을 했다.,먹기,그는 메뉴를 살펴보고 어떤 토핑을 선택할지 고민했다.
496,그는 공을 서브했다,넷포트에 서있는 상대방이 준비를 했다.,서브하기 전에 일어난 일은 공을 던지는 것입니다.,공을 잡아들었다.
497,그는 마사지를 받았다,그는 스트레스를 풀기 위해 마사지를 받았다.,마사지를 받기 전에 일어났다.,그 전에 그는 몸이 피곤하고 힘들어서 마사지를 받기로 결정했다.
498,그는 국기를 게양하고 누가 경례를 하는지 확인했다,그 전에 그는 군인으로 훈련을 받았다.,이는 행진하기 전에 일어났다.,국가의 국민들에게 감사의 뜻을 전하기 위해 마음을 다잡았다.
499,그는 리본을 잘랐다,그는 선물을 포장하기 위해 리본을 잘랐다.,묶음을 만들기 전에 일어났다.,리본을 잘라야 했다.
500,그는 목이 말랐다,어떤 사람이 그에게 물을 마셔 주었다.,아침에 물을 마시지 않았기 전에 일어났다.,물을 마신 적이 없었다.
501,그는 기분이 더 나빠졌다,어떤 슬픈 소식을 들었다.,어떤 일이 발생하여,불쾌한 상황에 처해 있었기 때문이다.
502,그는 어디서든 찾을 수 있었다,그는 모든 사람들에게 자신의 위치를 알리고 있었다.,사라져서,어디를 가든 그를 발견할 수 있었다. 그 전에 그가 사람들과 어울리고 있는 모습을 볼 수 있었다.
503,그는 공연이 끝난 후 그녀를 만났다,그녀는 공연을 보기 위해 그의 초대를 받았다.,공연을 보러 가기 전에 만났다.,그 전에 그녀를 만나기 위해 열심히 연습했다.
504,그는 첫 월급을 받았다,그는 회사에서 첫날 일을 시작했다.,일을 시작하여,어머니께서 돈을 보내주셨다.
505,그는 정말 좋아 보였다,어떤 사람이 그를 칭찬했거나 어떤 일을 성취했을 것이다.,무엇을 하기 전에 일어났다., 는 그의 눈이 반짝였고 웃는 모습이 너무 멋있었다.
506,그는 팔짱을 꼈다,두 사람이 서로의 팔짱을 꼬고 있었다.,이는 결정하기 전에 일어났다.,그 전에 그는 친구와 함께 걷던 길을 떠올렸다.
507,그는 친구들과 대화를 나눴다,어떤 사건이 일어나기 전에 그는 친구들과 대화를 나누었다.,식사,그는 학교에서 시험을 보았다.
508,그는 그녀에게 자비를 베푸셨다,어떤 사건이 일어나기 전에는 그가 그녀에게 자비를 베풀었다.,사실을 밝혀내다,그녀가 자신의 잘못을 인정하고 사죄하는 모습을 보였기 때문에 그는 그녀에게 자비를 베푸셨다. 그 전에는 노여움과 비난으로 가득 찬 상황이었다.
509,그는 더 빠르게 갔다,그는 더 빠르게 갈 필요가 있었다.,그는 더 빠르게 갔다. 이는 일어나기 전에 일어났다.,"그 전에는 느리게 걸었지만, 이제는 더 빠르게 갔다."
510,그는 새 바지를 입었다,그는 옷장에서 새 바지를 골라 입었다.,머리를 감았다.,그 전에는 오래된 바지를 입고 있었다.
511,그는 직접 티켓을 작성했다,그는 공연에 참석하기 위해 티켓을 구매하지 않고 직접 티켓을 작성했다.,여행 계획을 세우는,티켓 예매 사이트를 방문하여 좌석을 선택했다.
512,그는 새 직장에 지원했다,이력서를 업데이트하고 면접을 준비했다.,이는 이전에 일어난 것이다.,일년 동안 구직활동을 하면서 여러 회사에 이력서를 제출했다.
513,그는 고양이에게 간식을 줬다,고양이가 그에게 스크래치를 했다.,"""먹기""하기 전에 일어났다.",고양이가 그를 쳐다보았다.
514,그는 야수를 겁을 줘서 쫓아내었다,그 사람은 야수가 다가오는 것을 미리 느껴서 대비책을 세웠다.,사냥을 시작하기 전에 일어났다.,그 전에 그는 자신의 목숨을 위협하는 상황에서도 결코 물러서지 않았다.
515,그는 발가락이 부러졌다,그는 사고를 당했을 때 발가락이 부러졌다.,축구를 하기 전에,축구를 하다가 넘어졌었다.
516,그는 자랑을 멈췄다,"어떤 일이 벌어지기 전에, 그는 자랑을 멈췄다.",자신의 실수,어떤 일을 해서 자랑을 했던 것 같았다.
517,그는 연락이 끊겼다,어떤 사람이 그와 연락을 끊었다.,그는 연락이 끊겼다. 이는 어제 밤에 일어났다.,두 사람은 서로를 잘 알고 지내던 친구였다.
518,그는 자전거를 구입했다,자전거를 구입하기 위해 돈을 모았다.,구매,"그 전에 자전거를 빌려서 시험타보고 싶었지만, 시간이 부족해서 못했다."
519,그는 공을 드리블했다,그 전에 그는 상대방을 피해 공을 받았다.,경기를 시작하기 전에 일어났다.,어깨를 피하며 상대 선수를 헤치고 있었다.
520,그는 더 잘 보게 되었다,그는 안경을 샀다.,안과 수술,어둡고 흐린 눈앞이었다.
521,그는 아픈 척했다,어떤 사람에게 도움을 요청했다.,그는 아픈 척했다. 이는 실제로 일어난 일이기 전에 일어났다.,어떤 사람이 그를 도와주길 바랐다.
522,그는 마침내 채용되었다,그는 면접을 보고 합격했다.,면접,면서 여러 차례 면접을 보았다.
523,그는 친구들과 즐거운 시간을 보내고 있었다,그는 친구들과 즐거운 시간을 보내고 있었던 중에 갑자기 지진이 발생했다.,그는 친구들과 즐거운 시간을 보내고 있었다. 이는 일어나기 전에 일어났다.,일을 마치고 집에 돌아와서 샤워를 하고 옷을 갈아입었다.
524,그는 새 직장을 찾았다,그는 이전 직장을 그만두고 새 직장을 찾았다.,이는 이직하기 전에 일어났다.,일을 그만두기로 결정했다.
525,그는 마침내 완성했다,그는 마침내 완성하기 위해 오랜 시간을 투자했다.,그는 마침내 완성했다. 이는 노력하기 전에 일어났다.,그는 수많은 시행착오와 어려움을 겪었지만 결코 포기하지 않았다.
526,그는 결혼한 지 20년이 되었다,20년 전에 그는 결혼했다.,결혼,어느 날 그는 자신의 인생을 바꾸기로 결심했다.
527,그도 함께 동승했다,두 사람이 함께 동승했다.,사고,두 사람은 함께 여행을 떠나기로 했다. 그 전에 그들은 서로의 일정을 조율하고 필요한 준비물을 챙겼다.
528,그는 드레스 쇼핑을 하러 갔다,그는 결혼식에 초대되었다.,드레스 쇼핑을 하러 갔다. 이는 축가를 하기 전에 일어났다.,자신의 옷장을 정리했다.
529,그는 롤러스케이트를 타러 갔다,그는 롤러스케이트를 신고 나갔다.,롤러스케이트를 타러 갔다. 이는 일어나기 전에 일어났다.,스케이트보드를 타고 연습을 했다.
530,그는 큰 소리를 들었다,그 소리를 듣기 전에는 아무런 일도 벌어지지 않았다.,일어나기 전에 일어난 일이다.,무엇이 일어나고 있는지 궁금해했다.
531,그는 곧 육지를 봤다,배를 타고 바다를 건넜다.,해군 함대와의 만남,바다를 건너왔던 것이었다.
532,그는 프레젠테이션을 진행했다,그는 프레젠테이션을 준비하고 연습했다.,준비,준비를 철저히 했다.
533,그는 함께 식사했다,어떤 사람과 함께 식사했다.,식사하기 전에 일어났다.,어떤 사람들과 만나서 이야기를 나누었다.
534,그는 매주 주말마다 갔다,어떤 사건이 일어나기 전에는 그가 매주 주말마다 그곳을 방문했다.,그는 매주 주말마다 갔다. 이는 일어나기 전에 일어났다.,어떤 일을 처리하거나 다른 사람들과 시간을 보냈다.
535,그는 바닥에 오줌을 쌌다,그는 화장실을 찾지 못했거나 급한 상황이었을 것이다.,쓰레기를 버리다,화장실을 가야 했는데 참았다.
536,그는 통나무를 떨어뜨렸다,그는 통나무를 들고 있었다.,벌써,통나무를 들어올리기 위해 땅에 파인 구멍에 넣었다.
537,그는 잠시 숨을 골랐다,어떤 긴장된 상황이 있었을 것으로 추측됩니다.,출발,어떤 일이 있었는지를 생각해보았다.
538,그는 추수감사절 저녁을 요리했다,그는 농작물을 수확하고 저장했다.,식사를 하기 전에 일어났다.,가을에 수확한 신선한 채소와 과일을 구매하기 위해 시장에 갔다.
539,그는 파이 먹기 대회에 참가했다,그는 이전에 많은 연습을 했고 식욕을 자극하는 음식을 먹었다.,그는 파이 먹기 대회에 참가했다. 이는 대회 시작하기 전에 일어났다.,"피자를 먹는 대회에도 참가해 보았지만, 이번에는 파이를 선택했다."
540,그는 혀를 깨물었다,그는 긴장해서 혀를 깨물었다.,불길이 번지기 전에 일어났다.,그 전에 매운 칠리를 먹었기 때문에 혀가 아프다고 느꼈다.
541,그는 그 자리에서 바로 채용했다,이전에 그는 채용 프로세스를 거쳐서 지원자를 선정하고 그 자리에서 즉시 채용했다.,면접,어떤 경험이나 자격증이 있는지 확인했다.
542,그는 저녁 식사를 준비했다,식사를 준비하기 위해 식재료를 구입했다.,저녁 식사를 준비하기 전에 일어났다., 냉장고를 열어서 재료를 확인했다.
543,그는 케이크도 먹었다,그는 생일 파티에 참석했다.,아침식사,저녁 식사를 했다.
544,그는 고열이 있었다,그는 고열이 있었기 때문에 의사를 찾아갔다.,의사를 찾아가기,의사를 방문했지만 별 다른 이상이 없다고 했다.
545,그는 너무 다쳤다,그 사람은 사고를 당했다.,사고,어떤 일이 있었는지 알 수 없다.
546,그는 스테이크도 먹었다,그는 식당에서 주문한 후 스테이크를 먹었다.,식사,그 전에 샐러드를 먹었다.
547,그는 이야기를 길게 했다,이야기를 길게 했던 후에 다음의 사건이 일어났다.,이는 점심 식사하기 전에 일어났다.,무슨 일이 있었는지 궁금해졌다.
548,그는 의상을 제작했다,.,디자인,그는 디자인을 완성했다.
549,그는 밖에서 소음을 들었다,그는 밖에서 소음을 들었기 때문에 안으로 들어가서 무슨 일이 일어나고 있는지 확인했다.,일어나기 전에 일어났다.,어떤 사람이 문을 열고 들어오는 소리를 들었다.
550,그는 서핑을 하려고 했다,그는 파도가 너무 크다고 판단하여 서핑을 포기했다.,그는 서핑을 하려고 했다. 이는 일어나기 전에 일어났다.,바다에 들어가기 전에 수영을 연습했다.
551,그는 오두막을 지었다,그는 나무를 베어서 재료를 준비했다.,건설하기 전에 일어났다.,숲을 베어 공간을 확보했다.
552,그는 상사를 고소했다,그는 상사로부터 괴롭힘을 받았다.,고소를 하기 전에 일어난 일은 무엇인가요? 추가 정보가 있으면 정확한 답변을 도와드리겠습니다.,그 전에 상사가 그를 괴롭히고 모욕했다.
553,그는 막 아기를 낳았다,그는 결혼했다.,결혼,아내와 함께 장거리 여행을 다녀왔다.
554,그는 자신의 운명을 결정했다,이전에 그는 중요한 결정을 내리고 자신의 운명을 결정했다.,결정하기 전에 일어난 일은 그의 운명을 결정했다.,어떤 선택을 할지 고민하고 고려해 보았다.
555,그는 파티를 그리워했다,그리움을 느끼며 파티를 그리워했다.,파티를 그리워했다. 이는 시작하기 전에 일어났다.,그 전에 친구들과 함께 즐거운 시간을 보냈기 때문이다.
556,그는 휴대폰을 망가뜨렸다,그는 휴대폰을 실수로 떨어뜨려서 망가뜨렸다.,수리를 하려던,그 전에 그는 실수로 바닥에 휴대폰을 떨어뜨렸다.
557,그는 파티에 가고 싶어 했다,친구들이 그를 초대했다.,파티에 가고 싶어 했다. 이는 일어났다.,친구들과 함께 시간을 보내고 싶었다.
558,그는 팔에 날카로운 통증을 느꼈다,의사를 찾아가기 전에 그는 팔에 날카로운 통증을 느꼈다.,운동,어깨를 다치면서 팔을 접은 적이 있었다.
