,input,A,B
802,그는 팀에 합류했다,그는 적극적이고 협동적인 사람으로 보인다.,신뢰할 만한
803,그는 수표를 입금했다,그는 신뢰할 만한 사람으로 보인다.,신뢰할 만한
804,그는 결승에 진출했다,그는 경쟁적이고 열정적인 사람으로 보인다.,자신감 있는
805,그는 데이트를 취소했다,그는 신중하고 존중받을 만한 사람으로 보인다.,실망한
806,그는 에세이를 써야 했다,그는 책임감 있는 사람으로 보인다.,열심히 노력하는
807,그의 차례가 돌아왔다,그는 책임감 있고 조직적인 사람으로 보인다.,자신감 있는
808,그는 다음 날 깨어났다,그는 강한 의지와 결단력을 가진 사람으로 보인다.,새로운
809,그는 학교를 다니기 시작했다,그는 학업에 진지한 사람으로 보인다.,성실한
810,그는 화살을 쐈다,그는 사냥꾼으로 보인다.,순진한
811,그는 스스로를 격려했다,자기 자신에 대한 책임감과 성찰을 가진 사람으로 보인다.,자신감 있는
812,그는 팔에 화상을 입었다,그는 불행하고 상처받은 사람으로 보인다.,상처 입은
813,그는 가라데를 배우고 싶어했다,그는 열정적이고 자기주도적인 사람으로 보인다.,열정적인
814,그는 능력을 잃었다,그는 도움이 필요한 사람으로 보인다.,무력한
815,그는 머리를 맞았다,그는 상처를 입은 사람으로 보인다.,다친
816,그는 게임을 제안했다,게임을 제안하는 사람으로 보인다.,유능한
817,그는 브로드웨이 공연을 보러 갔다,그는 문화를 즐기고 예술을 존중하는 사람으로 보인다.,그는 흥분한(person) 사람으로 보인다.
818,그는 최근에 이사했다,그는 새로운 시작을 하는 사람으로 보인다.,새로운
819,그는 임신 테스트를 받았다,그는 여성으로 보인다.,임신된
820,그는 주차장에서 열쇠를 찾았다,그는 신중하고 차분한 사람으로 보인다.,신뢰할 만한
821,그는 기타를 조율했다,음악가로 보인다.,음악적인
822,그는 그녀에게 매우 화가 났다,그는 현자로 보이지 않는다.,화난
823,그는 너무 화가 났다,그는 감정을 통제하지 못하는 사람으로 보인다.,화난
824,그는 어제 집에 돌아왔다,어제 집에 돌아온 그는 피곤한 사람으로 보인다.,피곤한
825,그는 금메달을 획득했다,그는 우수한 선수로 보인다.,우승한
826,그는 스스로에게 매우 친절했다,그는 자비로운 사람으로 보인다.,다정한
827,그는 오늘 기분이 나아졌다,그는 긍정적이고 희망적인 사람으로 보인다.,더 행복한
828,그는 하키를 하고 싶어 했다,그는 스포츠를 좋아하는 사람으로 보인다.,열정적인
829,그는 낮잠을 자고 있었다,그는 피곤한 사람으로 보인다.,피곤한
830,그는 케이크를 주문했다,그는 달콤한 것을 좋아하는 사람으로 보인다.,"""그는 달콤한 케이크를 주문했다. 그는 기분 좋은 사람으로 보인다."""
831,그는 옷이 필요했다,그는 도움이 필요한 사람으로 보인다.,정장을 입은(person dressed in a suit) 사람으로 보인다.
832,그는 나중에 다시 돌아왔다,그는 인내심이 강하고 끈질긴 사람으로 보인다.,다시 돌아온
833,그는 드디어 착륙했다,그는 비행기 조종사로 보인다.,이제는 평범한
834,그는 알람을 설정하는 것을 잊어버렸다,부주의한 사람으로 보인다.,부주의한
835,그는 총을 조준했다,그는 위협적인 사람으로 보인다.,죽이려는
836,그는 물렸다,그는 신중하고 조심스러운 사람으로 보인다.,더 행복한
837,그는 일자리를 찾을 수 없었다,그는 어려움을 겪고 있는 사람으로 보인다.,쓸모없는
838,그는 장미 냄새가 났다,로맨틱하고 감성적인 사람으로 보인다.,로맨틱한
839,그는 번호를 변경했다,그는 부정직한 사람으로 보인다.,새롭게 변화된
840,그는 공을 쫓아갔다,그는 적극적이고 활동적인 사람으로 보인다.,열정적인
841,그는 사진을 찍으며 치즈라고 했다,사진을 찍는 사람으로 보인다.,"""그는 행복한"" 사람으로 보인다."
842,그는 몸에서 덩어리가 만져졌다,그는 상처를 입은 사람으로 보인다.,부실한
843,그는 하이킹을 시작했다,그는 야외 활동을 즐기는 사람으로 보인다.,피곤한
844,그는 학교에 지각하고 있었다,부지런하지 못한 사람으로 보인다.,지각한
845,그는 잠을 잘 못 자고 있었다,그는 피곤한 사람으로 보인다.,피곤한
846,그는 잭팟을 터뜨렸다,그는 운이 좋은 사람으로 보인다.,부자
847,그는 자신의 경험을 공유했다,"따라서, 그는 다른 사람들을 배우고 도울 수 있는 관대하고 이해심 있는 사람으로 보인다.",따뜻한
848,그는 밖에서 놀고 있었다,그는 외향적이고 활발한 사람으로 보인다.,즐거운
849,그는 수업 시간에 잠이 들었다,그는 존중하지 않는 학생으로 보인다.,피곤한
850,그는 뉴욕에서 방문했다,외지인으로 보인다.,외국인
851,그는 새 바지를 구입했다,그는 쇼핑을 즐기는 사람으로 보인다.,새로운
852,그는 램프 냄새를 맡았다,그는 까다로운 냄새에 민감한 사람으로 보인다.,더러운
853,그는 여동생을 만났다,그는 가족을 소중히 여기고 따뜻한 사람으로 보인다.,친절한
854,그는 주차된 차량에 부딪혔다,그는 부주의한 운전자로 보인다.,취한
855,그는 수다를 떨며 시간을 보내었다,사교적인 사람으로 보입니다.,외향적인
856,그는 결국 떠났다,그는 결단력 있는 사람으로 보인다.,참된(reliable)
857,그는 고통에 비명을 질렀다,고통에 비명을 질러서 약한 사람으로 보인다.,고통에 비명을 질렀다. 그는 지친 사람으로 보인다.
858,그는 코피를 흘렸다,부주의한 사람으로 보인다.,쓸개 같은
859,그는 아이스크림이 있었다,그는 아이스크림을 좋아하는 사람으로 보인다.,행복한
860,그는 소원을 빌었다,그는 솔직하고 순수한 마음을 가진 사람으로 보인다.,어떤
861,그는 고등학교 졸업을 앞두고 있었다,그는 미래에 대한 계획을 가진 젊은이로 보인다.,성숙된
862,그는 개를 입양했다,그는 동물을 사랑하는 친절한 사람으로 보인다.,예민한
863,그는 걱정없이 잤다,그는 평온하고 안정된 사람으로 보인다.,차분한
864,그는 안경을 깨뜨렸다,그는 조금 충동적이고 화를 잘 내는 사람으로 보인다.,부서진
865,그는 뿌린 대로 거뒀다,그는 공정한 사람으로 보인다.,그는 성실한 사람으로 보인다.
866,그는 손에 피가 묻어 있었다,폭력적인 사람으로 보인다.,폭력적인
867,그는 귀를 뚫었다,그는 개성 있는 사람으로 보인다.,멋진
868,그는 여러 친구를 초대했다,그는 사교적이고 친화력이 강한 사람으로 보인다.,친화적인
869,그는 지루함을 느꼈다,지루한 사람으로 보인다.,지루한
870,그는 바스락거리는 소리를 들었다,그는 경계심이 매우 강한 사람으로 보인다.,놀란
871,그는 화장실에 다녀와야 했다,일반적으로 사람으로 보입니다.,"""그는 화장실에 다녀와야 했다. 그는 긴장된 사람으로 보인다."""
872,그는 악어를 봤다,그는 용감한 사람으로 보인다.,위험한
873,그는 무서운 영화를 보고 싶어 했다,그는 공포를 좋아하는 사람으로 보인다.,호러 영화를 좋아하는
874,그는 빨간 신호등에 멈췄다,규칙을 준수하는 책임감 있는 운전자로 보인다.,빨간색으로 보인다.
875,그는 그녀의 눈을 바라봤다,그는 로맨틱한 사람으로 보인다.,따뜻한
876,그는 수영장 파티에 초대했다,사교적이고 친화력이 좋은 사람으로 보인다.,친절한
877,그는 공부하는 것을 잊어버렸다,그는 부지런하지 않은 사람으로 보인다.,게으른
878,그는 이제 막 대학을 졸업했다,그는 미래가 매우 밝은 젊은이로 보인다.,성숙된
879,그는 자신의 개인 기록을 경신했다,자기 자신을 중요하게 여기고 자신의 능력을 증명하려는 경쟁적인 사람으로 보입니다.,자신을 자랑스러운
880,그는 배관공에게 전화했다,그는 배관 시스템에 대해 지식이 있는 사람으로 보인다.,신뢰할 만한
881,그는 그녀의 피를 마셨다,그는 뱀 같은 사람으로 보인다.,뱀 같은
882,그는 중고차를 구입했다,그는 신중하고 현명한 소비자로 보인다.,신뢰할 만한
883,그는 더 많은 비용을 절약했다,그는 경제적이고 현명한 사람으로 보인다.,절약적인
884,그는 쇼핑몰에 가고 싶어 했다,그는 쇼핑을 좋아하는 사람으로 보인다.,쇼핑을 좋아하는
885,그는 배가 아팠다,그는 아픈 사람으로 보인다.,아픈
886,그는 숨이 막히기 시작했다,그는 위급한 상황에 처한 사람으로 보인다.,허둥대는
887,그는 출장 중였다,그는 바쁜 사업가로 보인다.,외국인
888,그는 아빠와 공놀이를 했다,그는 아빠와 놀이를 즐기는 가정적인 사람으로 보인다.,아버지와 같은
889,그는 새 강아지를 살았다,그는 동물을 사랑하는 따뜻한 사람으로 보인다.,친절한
890,그는 새 충전기를 구입했다,그는 현대적이고 기술에 관심이 있는 사람으로 보인다.,신선한
891,그는 튜토리얼을 시청했다,그는 새로운 것을 배우려고 노력하는 사람으로 보인다.,지식이 풍부한
892,그는 침대 밑을 확인했다,의심스러운 사람으로 보인다.,어떤
893,그는 아르바이트를 구했다,그는 책임감 있는 사람으로 보인다.,성실한
894,그는 피를 많이 흘렸다,피를 많이 흘린 사람으로 보인다.,피를 많이 흘린 사람으로 보인다.
895,그는 케이지를 청소했다,그는 꼼꼼하고 철저한 사람으로 보인다.,정직한
896,그는 학교생활에 문제가 있었다,그는 학교생활에 문제가 있는 학생으로 보인다.,어려운
897,그는 웨이터에게 말했다,친절하고 예의바른 사람으로 보인다.,친절한
898,그는 새 물고기를 살았다,그는 애완동물을 사랑하는 관심 있는 사람으로 보인다.,"그는 자신이 새 물고기를 키우는 것을 자랑스럽게 여겨, 책임감 있는 사람으로 보인다."
899,그는 새끼를 낳았다,그는 부모로 보인다.,아버지
900,그는 그래도 돈이 있었다,부유한 사람으로 보인다.,부자
901,그는 투표하고 싶어 했다,그는 책임감 있는 시민으로 보인다.,정의된
902,그는 커피를 마셔봤다,그는 커피를 좋아하는 사람으로 보인다.,에너지가 넘친다.
903,그는 대출을 신청했다,그는 돈이 필요한 사람으로 보인다.,신용력 있는
904,그는 새 장난감을 살았다,소비자로 보인다.,어린
905,그는 총에 맞았다,그는 피해자로 보인다.,쓰러진(reeling)
906,그는 친구에게 도움을 요청했다,그는 친절하고 도움을 주는 사람으로 보인다.,도움을 받는 것을 인정하는
907,그는 끔찍한 냄새가 났다,그는 개인 위생에 신경을 쓰지 않는 사람으로 보인다.,더러운
908,그는 쇼핑을 좋아했다,그는 소비에 관심이 많은 사람으로 보인다.,소비하는
909,그는 종교를 바꿨다,종교를 바꾼 사람으로 보인다.,종교적인
910,그는 냉장고에서 곰팡이를 발견했다,그는 청결을 중요시하지 않는 사람으로 보인다.,부지런한
911,그는 심장 질환이 있었다,그는 건강에 대해 신경을 쓰는 책임감 있는 사람으로 보인다.,건강하지 않은
912,그는 새로운 친구를 사귀게 되었다,그는 사교적이고 새로운 경험을 즐기는 사람으로 보인다.,친절한
913,그는 파울을 범했다,범죄자로 보인다.,범죄를
914,그는 티켓을 예약했다,그는 여행을 계획하고 즐기는 사람으로 보입니다.,예약된
915,그는 그녀를 깨웠다,그는 친절하고 배려심 있는 사람으로 보인다.,자신이 좋은
916,그는 남편과 함께 살고 있었다,그는 가족을 중요시하고 책임감 있는 사람으로 보인다.,친절한
917,그는 공을 놓쳤다,그는 조심성이 부족한 사람으로 보인다.,서투른
918,그는 더 많은 친구를 사귀게 되었다,그는 사교적인 사람으로 보인다.,더 사교적인
919,그는 아이스크림을 먹었다,그는 단순히 아이스크림을 먹는 사람으로 보인다.,행복한
