,input,A,B,B2,B3
841,그는 사진을 찍으며 치즈라고 했다,그는 기쁨을 느꼈다.,그는 치즈를 느끼겠다.,"즐거움과 만족감이었다. 그의 얼굴에는 환한 미소가 번지고, 사진을 찍은 결과물을 기다리는 것이 기대됐다.",웃음
842,그는 몸에서 덩어리가 만져졌다,그는 놀라거나 불편해했다.,차가운(cool),아프고 뜨거운 느낌이었다. 그는 곧바로 의사에게 도움을 요청하기로 결심했다.,아픈
843,그는 하이킹을 시작했다,그는 흥분했다.,자연과 가까워진 것을 느꼈다.,"자연과 가까워지는 느낌이었다. 숲속을 걷는 것으로부터 새로운 에너지를 얻을 수 있었고, 마음이 평화로워졌다.","그는 흥분된 것을 느꼈는데, 왜냐하면 그는 하이킹을 시작했기 때문이다."
844,그는 학교에 지각하고 있었다,그는 불안했다.,시간이 부족하다,시간이 너무 빨리 가고 있다는 것이었다.,긴장된
845,그는 잠을 잘 못 자고 있었다,그는 피곤하고 지친 느낌이었다.,피곤함을 느꼈다., 피곤함과 예민함이었다. 그는 하루 종일 피로하고 짜증이 나며 일에 집중하기 어려웠다.,불안한
846,그는 잭팟을 터뜨렸다,그는 놀라고 기쁨을 느꼈다.,대박난 것을 느꼈다., 환호와 행운의 기쁨이었다. 그 순간 그는 세상에서 가장 운이 좋은 사람이라고 느꼈다.,기쁨을
847,그는 자신의 경험을 공유했다,그는 자신의 경험을 공유함으로써 뿌듯하고 만족스러웠다.,이해한,누구나 이해할 수 있는 것이었다.,"그는 공감을 느꼈는데, 왜냐하면 그는 자신의 경험을 공유했기 때문이다."
848,그는 밖에서 놀고 있었다,그는 즐거웠다.,자연의 아름다움을느꼈다.,"자유와 즐거움이었다. 바람이 그의 머리카락을 흩날리고, 햇빛이 그의 얼굴을 따사롭게 비추며, 자연 속에서 자유로운 존재로서의 쾌락을 느꼈다.",아무런 것을
849,그는 수업 시간에 잠이 들었다,그는 부끄러웠다.,부끄러운,피곤함과 당황스러움이었다. 수업 중에 잠을 자다니 정말 부끄러운 일이었기 때문이다.,죄책감을
850,그는 뉴욕에서 방문했다,그는 흥분했다.,크고 혼잡한 도시 생활을 느꼈다.,뉴욕의 활기찬 분위기와 다양한 문화적 경험에 대한 호기심이었다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 뉴욕에서 방문했기 때문이다."
851,그는 새 바지를 구입했다,그는 새 바지를 구입해서 기뻤다.,만족한 것을 느꼈다.,"만족감이었다. 새로운 바지를 입고 다닐 때 자신감이 생겼고, 스타일이 개선되어 더 좋은 느낌을 받았다.","그는 희열을 느꼈는데, 왜냐하면 그는 새 바지를 구입했기 때문이다."
852,그는 램프 냄새를 맡았다,그는 램프 냄새를 맡고 깜짝 놀랐다.,마법램프,"어떤 방에서 불이 켜져 있었고, 그 방에는 사람이 있었다.","그는 불을 느꼈는데, 왜냐하면 그는 램프 냄새를 맡았기 때문이다."
853,그는 여동생을 만났다,그는 기쁘고 감동했다.,보호자의 책임,"행복과 안도였다. 그의 여동생을 다시 만날 수 있어서 기뻤고, 그녀가 건강하고 행복한 모습을 보니 안도감이 느껴졌다.","그는 행복한 것을 느꼈는데, 왜냐하면 그는 여동생을 만났기 때문이다."
854,그는 주차된 차량에 부딪혔다,그는 당혹스러웠다.,자신의 잘못을 느꼈다.,당혹스러움과 불안함이었다. 그는 주변을 둘러보고 사람들의 시선을 피해야 했다. 그가 어떻게 해결할 수 있는지에 대한 생각이 머릿속을 맴돌았다.,당혹한
855,그는 수다를 떨며 시간을 보내었다,그는 즐거웠다.,외로움,즐거움과 만족감이었다.,"그는 즐거움을 느꼈는데, 왜냐하면 그는 수다를 떨며 시간을 보내었기 때문이다."
856,그는 결국 떠났다,그는 실망했다.,외로움,그가 느꼈던 것은 안타까움과 이별의 아픔이었다.,"그는 실망한 것을 느꼈는데, 왜냐하면 그는 결국 떠났기 때문이다."
857,그는 고통에 비명을 질렀다,그는 괴로움에 절규했다.,절망적인, 절망과 무력감이었다. 그의 고통은 너무나도 깊고 지독했기 때문에 비명을 질렀던 것이다.,"그는 깊은 슬픔을 느꼈는데, 왜냐하면 그는 고통에 비명을 질렀기 때문이다."
858,그는 코피를 흘렸다,그는 당황했다.,뜨거운 것을 느꼈다.,커피의 뜨거움과 함께 갑작스러운 뜨거움이었다.,"그는 창피함을 느꼈는데, 왜냐하면 그는 코피를 흘렸기 때문이다."
859,그는 아이스크림이 있었다,그는 기쁘고 행복했다.,당연히 행복한 것을 느꼈다.,만족감이었다. 그는 아이스크림을 먹고 나서 행복한 기분이 들었다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 아이스크림이 있었기 때문이다."
860,그는 소원을 빌었다,그는 희망과 기대로 가득 찼다.,그는 소원을 빌었다. 따라서 그는 만족함을 느꼈다.,무엇이든 이루어질 수 있는 희망과 기대감이었다.,"그는 특별한 것을 느꼈는데, 왜냐하면 그는 소원을 빌었기 때문이다."
861,그는 고등학교 졸업을 앞두고 있었다,그는 설레고 미래에 대한 기대감으로 가득했다.,불안한 것,불안함과 기대감이었다. 그는 미래에 대한 두려움과 동시에 새로운 시작으로 인한 설렘을 느끼고 있었다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 고등학교 졸업을 앞두고 있었기 때문이다."
862,그는 개를 입양했다,그는 행복했다.,애완동물을 입양했다. 따라서 그는 행복함을 느꼈다.,책임감과 사랑이었다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 개를 입양했기 때문이다."
863,그는 걱정없이 잤다,그는 안심하고 편안했다.,평온한(reassured), 평화와 안정감이었다.,"그는 평화로움을 느꼈는데, 왜냐하면 그는 걱정없이 잤기 때문이다."
864,그는 안경을 깨뜨렸다,그는 실망했다.,쓰러질(repercussion), 안경을 깨뜨린 것으로 인해 안경이 필요 없어진 것이었다.,아쉬운
865,그는 뿌린 대로 거뒀다,그는 만족했다.,수확된,그의 노력과 행동에 따른 결과에 대한 만족감이었다.,"그는 보람을 느꼈는데, 왜냐하면 그는 뿌린 대로 거뒀기 때문이다."
866,그는 손에 피가 묻어 있었다,그는 놀랐고 충격을 받았다.,죄책감을 느꼈다.," 고통과 두려움이었다. 그의 마음은 뛰고 있었고, 그가 겪은 상황에 대한 충격과 혼란이 여전히 그를 휘어잡고 있었다.",아픈
867,그는 귀를 뚫었다,그는 흥분했다.,아무것도, 귀가 아프고 뜨거운 감각이었다.,"아무런 아픔을 느꼈는데, 왜냐하면 그는 귀를 뚫었기 때문이다."
868,그는 여러 친구를 초대했다,그는 행복했다.,외로움,확실한 흥분과 기대감이었다. 그는 모두가 즐겁게 시간을 보낼 것이라고 확신했다.,"그는 외로움을 느꼈는데, 왜냐하면 그는 여러 친구를 초대했기 때문이다."
869,그는 지루함을 느꼈다,"""그는 지루함을 느꼈다.""",즉시 뭔가를 바꾸어야 한다.,무료한 시간을 즐기고 싶었다.,"그는 아무것도 하지 않은 것을 느꼈는데, 왜냐하면 그는 지루함을 느꼈기 때문이다."
870,그는 바스락거리는 소리를 들었다,그는 놀라거나 경계하는 느낌이었다.,위험한 것을 느꼈다.,긴장감이었다. 그는 주위를 살피며 눈을 꿈빛으로 돌렸다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 바스락거리는 소리를 들었기 때문이다."
871,그는 화장실에 다녀와야 했다,그는 급한 볼일이 있어 당황스러웠다.,가볍고 상쾌한 느낌을 받았다.,압박감과 급한 필요성이었다.,긴장된
872,그는 악어를 봤다,그는 두려움을 느꼈다.,위험한(reptile) 것을 느꼈다.," 두려움과 경계심이었다. 악어는 크고 위협적인 동물로 알려져 있기 때문에, 그는 주변을 살피며 조심스럽게 움직였다.",불안한(replace with appropriate emotion)
873,그는 무서운 영화를 보고 싶어 했다,그는 흥분했다.,공포를느꼈다.,긴장과 두려움이었다. 그는 공포 영화의 긴박한 분위기와 놀라운 장면들을 기대하며 영화관으로 향했다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 무서운 영화를 보고 싶어 했기 때문이다."
874,그는 빨간 신호등에 멈췄다,그는 짜증났다.,위험한 것을 느꼈다.,약간의 실망이었다. 하지만 그는 안전을 위해 기다릴 준비가 되어 있었다.,"그는 분노를 느꼈는데, 왜냐하면 그는 빨간 신호등에 멈췄기 때문이다."
875,그는 그녀의 눈을 바라봤다,그는 신이 나서 떨렸다.,사랑,사랑이었다.,"그는 사랑을 느꼈는데, 왜냐하면 그는 그녀의 눈을 바라봤기 때문이다."
876,그는 수영장 파티에 초대했다,그는 기쁘고 흥분했다.,즐거움을 느꼈다.,"쾌락과 흥분이었다. 그는 친구들과 함께 수영을 즐기고, 시원한 음료를 마시며 즐거운 시간을 보낼 것을 기대했다.","그는 행복한 것을 느꼈는데, 왜냐하면 그는 수영장 파티에 초대했기 때문이다."
877,그는 공부하는 것을 잊어버렸다,그는 당황스러웠다.,허무함을 느꼈다.,책상 위에 쌓인 숙제와 시험 준비물들이었다.,아쉬운
878,그는 이제 막 대학을 졸업했다,그는 자랑스럽고 기쁘게 느꼈다.,자유,"자신의 미래에 대한 불안과 기대감이었다. 그는 새로운 직장을 찾아야 했고, 동시에 자신이 배운 지식과 기술을 실제로 활용할 수 있는 기회를 찾고 있었다.","그는 불안한 것을 느꼈는데, 왜냐하면 그는 이제 막 대학을 졸업했기 때문이다."
879,그는 자신의 개인 기록을 경신했다,그는 자신의 개인 기록을 경신했을 때 자랑스럽고 만족했다.,자부심과 성취감을 느꼈다.,자신의 능력과 성취를 자랑스러워했다.,"그는 자부심을 느꼈는데, 왜냐하면 그는 자신의 개인 기록을 경신했기 때문이다."
880,그는 배관공에게 전화했다,그는 안도감을 느꼈다.,도움을 받아 문제를 해결할 수 있을 것 같았다.,배관 시스템에 문제가 있을 것이라고 생각했다.,"그는 어떤 일이 잘못되었다는 것을 느꼈는데, 왜냐하면 그는 배관공에게 전화했기 때문이다."
881,그는 그녀의 피를 마셨다,그는 혼란스러웠다.,죽음을,"죄책감과 혐오였다. 이 행동으로 자신이 얼마나 비인간적인 존재인지를 깨달았고, 그의 내면은 점점 더 어둠으로 가득 차기 시작했다.","그는 죄책감을 느꼈는데, 왜냐하면 그는 그녀의 피를 마셨기 때문이다."
882,그는 중고차를 구입했다,그는 만족했다.,경제적인 것을 느꼈다.,만족감이었다. 중고차를 구입함으로써 돈을 절약하면서도 필요한 차량을 얻게 되어 그는 매우 만족했다.,"불안한 것을 느꼈는데, 왜냐하면 그는 중고차를 구입했기 때문이다."
883,그는 더 많은 비용을 절약했다,그는 안도하고 안심했다.,만족함,만족감과 안도였다.,"그는 만족감을 느꼈는데, 왜냐하면 그는 더 많은 비용을 절약했기 때문이다."
884,그는 쇼핑몰에 가고 싶어 했다,그는 흥분했다.,그는 쇼핑몰에 가고 싶어 했다. 따라서 그는 흥분된 것을 느꼈다.,"쇼핑을 하고 싶은 욕구였다. 그는 새로운 옷이나 액세서리를 구매하고 싶어 했고, 쇼핑몰에서 시간을 보내는 것이 기쁨을 주었다.","그는 심심한 것을 느꼈는데, 왜냐하면 그는 쇼핑몰에 가고 싶어 했기 때문이다."
885,그는 배가 아팠다,그는 불쾌했다.,아프다,"아프고 힘들었다. 그는 더 이상 음식을 먹을 수 없었고, 병원에 가야 했다.","그는 배고프다는 것을 느꼈는데, 왜냐하면 그는 배가 아팠기 때문이다."
886,그는 숨이 막히기 시작했다,그는 공황에 빠졌다.,숨쉬기 어려워진 것을 느꼈다.,"숨이 턱 막힐 것 같았고, 몸 전체가 무거워지는 느낌이었다. 그는 팔과 다리를 움직일 수 없었고, 공기가 부족해서 정신이 어지러워졌다.",공포를
887,그는 출장 중였다,그는 혼자 외롭고 피곤했다.,외로운,"외로움과 피로였다. 새로운 장소에서 혼자서 모든 것을 처리해야 했기 때문에 그는 외로움을 느끼고, 업무에 대한 피로감도 컸다.","그는 외로움을 느꼈는데, 왜냐하면 그는 출장 중였기 때문이다."
888,그는 아빠와 공놀이를 했다,그는 행복했다.,즐거움을 느꼈다.,아빠와 함께한 특별한 시간과 더불어 즐거움과 안정감이었다.,행복한
889,그는 새 강아지를 살았다,그는 새 강아지를 산 것에 대해 기쁨을 느꼈다.,책임질 것을 느꼈다.,책임감과 행복이었다. 새로운 가족 구성원을 맞이하게 되어 기쁨과 동시에 강아지의 건강과 행복을 책임져야 하는 느낌을 받았을 것이다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 새 강아지를 살았기 때문이다."
890,그는 새 충전기를 구입했다,그는 기쁨을 느꼈다.,배터리가 빨리 충전된다.,휴대폰의 배터리가 빨리 소모되는 문제를 해결할 수 있을 것이라는 희망과 기쁨이었다.,기쁨을
891,그는 튜토리얼을 시청했다,그는 새로운 기술을 배우고 싶어서 흥분했다.,새로운 기술이나 지식을 습득한 것을 느꼈다.,새로운 기술을 배울 수 있는 기회에 대한 흥분과 호기심이었다.,"그는 이해된 것을 느꼈는데, 왜냐하면 그는 튜토리얼을 시청했기 때문이다."
892,그는 침대 밑을 확인했다,그는 불안했다.,어떤 것이 숨겨져 있을 것을 느꼈다.,불안과 두려움이었다. 침대 밑에서 무언가를 발견할까봐 걱정되었다.,무서운(really scared)
