,input,A,B,B2
573,그는 발을 까닥거렸다,그는 신발에 뭔가 들어간 것을 제거하려고 했다,축구 경기에서 승리하다,그는 오랜만에 신발을 신었다
574,그는 어느 날 눈을 떴다,그는 꿈에서 일어나다,전날 밤에 오랜 시간 동안 일을 하다,그는 꿈에서 자신이 세계 여행을 하는 것을 꿨다
575,그는 병원 진료 예약이 있었다,그는 증상이 계속되어 의사에게 진료를 받기로 결정하다,증상이 심해져서 일어났다,그는 건강 상태가 나빠졌다
576,그는 대사를 연습했다,그는 외국 여행을 준비하다,오디션을 보러 가기로 결정하다,그는 대본을 외웠다
577,그는 방귀를 뀌었다,그는 식사 후에 배가 부르다,매운 음식을 먹다,그는 식사 후 많은 음식을 먹었다
578,그도 몰랐다,누군가 그의 비밀을 발견했다,친구의 비밀을 알게 되다,그녀가 비밀을 숨기고 있었다
579,그는 너무 긴장한 것 같았다,그는 시험을 보기 전이었다,면접을 보다,그는 중요한 프레젠테이션을 준비했다
580,그는 결혼 반지를 잃어버렸다,그는 그녀와 헤어졌다,실수로 반지를 씻는 동안 떨어뜨리다,그는 바닷가에서 수영을 했다
581,그는 이웃과 대화를 나눴다,그는 이웃과 좋은 관계를 유지하다,새 이사 온 이웃을 만나다,그는 이사를 했다
582,그는 실수로 떨어뜨렸다,그는 손이 미끄러져서 물건을 떨어뜨리다,너무 긴장해서 손이 떨리다,그는 손이 미끄러져서 물건을 놓쳤다
583,그는 비건 채식주의자가 되었다,그는 동물 복지에 관심을 가지고 있다,동물 복지에 대해 더 많이 알게 되다,그는 동물 복지에 대해 많이 배웠다
584,그는 그녀의 등을 쓰다듬었다,그는 그녀가 힘들어하는 것을 알고 그녀에게 위로를 해주다,그녀를 위로하다,그녀가 피곤해 보였기 때문이다
585,그는 하와이로 이사했다,그는 해변에서 살기를 원하다,해변에서 휴양하고 싶어하다,그는 해변에서 휴가를 보냈다
586,그는 오늘 학교에 갔다,그는 어제 숙제를 다 끝내다,친구들을 만나다,그는 어제 밤 공부를 열심히 했다
587,그는 룸메이트와 마주쳤다,그는 룸메이트와 화해하다,집에 돌아오다,그는 집에서 물건을 잃어버렸다
588,그는 하루 종일 빵을 구웠다,그는 빵집을 운영하다,빵집을 운영하기로 결정하다,그는 하루 종일 밀가루를 준비했다
589,그는 결국 왔다,그는 교통체증 때문에 늦게 도착하다,오랜 시간을 기다리다,그는 길을 잃었다
590,그는 주먹을 불끈 쥐었다,그는 누군가에게 화를 내고 있었다,분노에 휩싸이다,그의 친구가 그를 배신했다
591,그는 물을 더 많이 마셨다,그는 운동을 한 후에 목이 말랐다,그는 더운 여름을 보내다,그는 땀을 많이 흘렸기 때문에 더 많은 수분이 필요했다
592,그는 보상을 받았다,그는 회사에서 우수한 성과를 거두었다,회사에서 우수한 성과를 거두다,그는 어렵고 긴 시험을 치렀다
593,그는 기침을 많이 했다,그는 감기에 걸렸다,감기에 걸리다,그는 추운 날씨에 오랫동안 노출되었다
594,그는 자신감을 얻었다,그는 친구들의 격려를 받았다,새로운 일자리를 얻다,많은 도전을 이겨냈다
595,그는 사탕을 그만 먹었다,그는 치아가 아프다,치아가 아프다,그는 치아가 아프다고 느꼈다
596,그는 드레스가 필요했다,그는 친구의 결혼식에 초대되었다,결혼식에 초대되다,그녀는 친구의 결혼식에 초대되었다
597,그는 카드를 보여줬다,그는 입장료를 지불하다,신분을 증명하다,그는 신분을 확인하기 위해 요청받았다
598,그는 냉장고를 확인했다,그는 요리를 하려고 한다,자정에 배가 고파서 일어나다,그는 식재료를 사러 마트에 갔다
599,그는 방아쇠를 당겼다,그는 총을 발사하다,총을 발사하다,그는 총을 챙겼다
600,그는 실수로 넘어졌다,그는 바닥이 미끄럽다고 생각하지 않았다,바닥이 미끄러웠다,그는 바닥이 미끄러워서 조심하지 않았다
601,그는 수업 준비를 했다,그는 강의 계획을 세우다,학생들과의 만남을 위해 자료를 준비하다,그는 학생들의 질문에 대답하기 위해 강의 자료를 다시 확인했다
602,그는 바지 단추를 풀었다,그는 집에 도착해서 편안하게 옷을 벗으려고 한다,배가 부르다,그는 식사를 너무 많이 먹었다
603,그는 자신을 노출했다,그는 그의 비밀을 타인에게 말하다,새로운 아이디어를 제시하다,그는 사생활을 지켰다
604,그는 모든 친구들에게 자랑했다,그는 로또에 당첨되다,새로운 일자리를 구하다,그는 대학에서 우수한 성적을 받았다
605,그는 말을 탔다,그는 목적지에 빨리 도착하려고 했다,산을 오르다,그는 마구간에서 말을 준비했다
606,그는 수박에 줄을 그었다,그는 수박을 심다,씨앗을 심다,그는 수박을 씻었다
607,그는 꿈에 그리던 남자를 만나게 되었다,그는 소개팅 앱을 통해 만난 사람과 첫 데이트를 했다,여행 중에 우연히 만나다,그는 인터넷 데이트 앱을 통해 만난 사람과 데이트했다
608,그는 내일 역사 시험이 있었다,그는 시험을 위해 역사 공부를 하고 있다,밤새 공부하다,그는 모든 과목을 공부했다
609,그는 주차 위반 딱지를 받았다,그는 길가에 주차했다,급하게 약국에 들렀다,그는 급하게 회의에 참석해야 했다
610,그는 일하고 싶지 않아 했다,그는 휴가를 원하다고 말했다,장기간의 휴가를 끝내다,그는 장시간 근로로 지친 상태였다
611,그는 메시지를 받았다,그는 그녀의 연락을 기다리고 있었다,오랜만에 친구를 만나다,그는 핸드폰을 확인했다
612,그는 사이렌 소리를 들었다,그는 도로를 건너기 시작했다,화재 경보를 듣다,그는 도로에서 급작스러운 교통 체크포인트를 만났다
613,그는 넷플릭스를 시청했다,그는 그의 친구와 함께 시간을 보내기로 했다,일주일 동안 바쁜 일정을 보내다,그는 친구들과 식사를 했다
614,그는 동물병원에 데려갔다,그는 그의 강아지가 아프다고 느꼈다,산책 중에 강아지가 다리를 다쳤다고 생각하다,그의 강아지가 심한 고통을 호소했다
615,그는 그의 엄마에게 말했다,그는 그의 여행 계획을 설명하다,고등학교를 졸업하다,그는 엄마가 일을 마치고 집에 돌아올 때까지 기다렸다
616,그는 많이 울었다,그는 가족으로부터 좋지 않은 소식을 들었다,가장 친한 친구와 심각한 다툼을 하다,그의 애인이 이별을 했다
617,그는 늙었다,그는 그녀와 함께 오랜 세월을 보냈다,그는 노화가 시작되다,그는 청년 시절을 많이 헤맸다
618,그는 어린 딸이 있었다,그는 그녀가 학교에서 수학 시험을 보러 가다 도와주다,아내와 결혼하다,그는 결혼했고 아이를 가졌다
619,그는 두 손을 모았다,그는 기도를 드리다,신중한 결정을 내리다,그는 어려운 결정을 내리기 위해 도움을 구했다
620,그는 외로움을 덜 느꼈다,그는 새로운 친구를 사귀었다,새로운 친구들을 사귀다,그는 새로운 친구들을 사귀었다
621,그는 낙담했다,그는 중요한 시험에서 좋은 성적을 받지 못했다,시험에서 나쁜 성적을 받다,그는 중요한 시험을 망쳤다
622,그는 집을 팔았다,그는 이사를 가기로 결정했다,이사를 준비하다,그는 이사를 결정했다
623,그는 병가를 내었다,그는 감기에 걸렸다,감기에 걸려서 일어났다,그는 업무 스트레스로 인해 몸이 아프다고 느꼈다
624,그는 새로운 사업을 시작했다,그는 투자자를 찾다,이전 직장에서 해고당하다,그는 시장 조사를 진행했다
625,그는 폭탄발언을 했다,그는 그녀를 화나게 하기로 결심했다,마이크를 잡다,그는 심각한 스트레스를 받았다
626,그는 울타리를 뛰어넘었다,그는 경찰을 피해 도망치다,개를 쫓다,그는 경찰을 피하기 위해 도망쳤다
627,그는 애완용 새를 키우고 있었다,그는 새장을 사다,동물 보호소에서 새를 입양하다,그는 조류학에 관심을 가지기 시작했다
628,그는 가장 큰 소리로 비명을 질렀다,그는 위기에 처했다,어둠 속에서 무언가를 보다,그는 어둠 속에서 무언가를 느꼈다
629,그는 우승 골을 넣었다,그는 축구 경기에서 결승 골을 넣다,경기를 끝내고 나서 일어났다,그는 팀원들과 함께 열심히 연습했다
630,그는 모두를 위해 위험을 감수했다,그는 구조 작업을 수행하다,영웅이 되다,그는 자신의 가족을 지키기 위해 행동했다
631,그는 자신을 쳐다보고 있었다,그는 거울을 보고 있었다,거울을 보다,그는 거울을 보았다
632,그는 계정을 만들었다,그는 온라인 쇼핑을 시작하기로 결정했다,새로운 소셜 미디어 플랫폼을 발견하다,그는 웹사이트에 가입했다
633,그는 새 개를 입양했다,그는 동물 보호소에서 개를 데리고 왔다,동물 보호소를 방문하다,그는 동물 보호소에서 새로운 반려동물을 찾고 있었다
634,그는 정말 시끄럽었다,그는 이웃이 파티를 열고 있음을 알게 되다,친구들과 함께 술을 마시다,그는 친구들과 함께 파티를 즐겼다
635,그는 끔찍한 소리를 내었다,그는 악몽을 꾸다,꿈에서 깨다,그는 끔찍한 꿈을 꾼 것 같았다
636,그는 드디어 왔다,그는 그녀의 연락을 기다렸다,군대에서 퇴역하다,그는 오랜 기다림 끝에 도착했다
637,그는 힌트를 알려줬다,그는 그의 친구에게 문제를 푸는 방법을 가르쳐 주다,친구를 돕다,그는 친구에게 도움을 요청했다
638,그는 정말 배가 불렀다,그는 하루 종일 아무것도 먹지 않았다,한국 음식을 많이 먹다,그는 큰 식사를 했다
639,그는 장기자랑에서 우승했다,그는 오랜 시간 동안 연습을 했다,오랜 시간을 연습하다,그는 수십 시간 동안 연습했다
640,그는 휴식이 필요했다,그는 일주일 동안 연속으로 일을 하고 있었다,일주일 내내 일을 하고 났다,그는 힘든 업무를 하고 있었다
641,그는 항상 울었다,그는 슬픔에 휩싸여 있었다,가족을 잃다,그의 가족이 다치거나 문제가 있을 때마다 그를 위로해줄 사람이 없었다
642,그는 샌드위치를 먹고 싶었다,그는 아침을 거르다,다이어트를 시작하다,그는 아침을 거르고 일찍 일어났다
643,그는 선생님과 이야기를 나눴다,그는 선생님에게 질문을 하다,학교에서 문제가 생기다,그는 시험 성적을 높이기 위해 노력했다
644,그는 햄버거를 주문했다,그는 빨간 고기를 원하다,길을 잃다,그는 식당에 들어갔다
645,그는 슬프게 고개를 흔들었다,그는 그의 애인과 헤어졌다,친구의 상처를 듣다,그는 안타까운 이야기를 들었다
646,그는 아주 잘 자고 있었다,그는 그날 밤에 피곤해서 일찍 잠들었다,어제 밤에 피로를 많이 풀다,그는 스트레스를 많이 받았다
647,그는 문이 잠겨 있는 것을 발견했다,그는 열쇠를 분실했다,집에 도착하다,그는 열쇠를 잃어버렸다
648,그는 문이 열리는 소리를 들었다,그는 열쇠를 돌려 문을 열었다,집에 도둑이 들어온 것을 알다,그는 문이 잠겨 있는지 확인했다
649,그는 투표를 했다,그는 등록을 하고 투표소에 가다,선거 운동을 지지하다,그는 후보들의 정책을 비교했다
650,그는 기둥에 부딪혔다,그는 운전 중에 졸았다,운전 중에 졸다,그는 도로에서 운전을 하고 있었다
651,그의 말이 옳은 것처럼 보였다,그는 다른 사람의 의견을 듣고 고려하다,신뢰할 만한 정보를 제공하다,그는 신중하게 자료를 조사했다
652,그는 친구가 필요했다,그는 혼자 새로운 도시에 이사를 했다,새로 이사 온 도시에서 외로움을 느끼다,그는 혼자서 너무 외로웠다
653,그는 새로운 고객을 확보했다,그는 마케팅 캠페인을 시작하다,마케팅 전략을 변경하다,그는 새로운 마케팅 전략을 시도했다
