,input,A,B
1091,그는 누군가의 목소리를 들었다,의심스럽다,궁금하다
1092,그는 해파리에 쏘였다,아픕니다,아프다
1093,그는 촛불을 들고 있었다,집회에 참가하고 있다,로맨틱하다
1094,그는 그녀가 웃자 절뚝거렸다,당황스럽다,부끄럽다
1095,그는 고양이를 데려왔다,애완동물을 좋아한다,애정 어리다
1096,그는 하이킹을 좋아했다,모험심이 강하다,모험적이다
1097,그는 그녀의 눈을 찔렀다,호기심이 많다,무례하다
1098,그는 그녀의 입술을 만졌다,로맨틱하다,로맨틱하다
1099,그는 대학에 재학 중였다,교육을 받고 있다,열정적이다
1100,그는 화염에 휩싸였다,위험에 노출되었다,절망적이다
1101,그는 간발의 차이로 승리했다,운이 좋다,운이 좋다
1102,그는 그녀를 향해 윽박질렀다,화를 내고 있다,화나다
1103,그는 정말 재미있어 했다,유쾌하다,유쾌하다
1104,그는 몇 시간동안 울었다,슬프다,슬프다
1105,그는 공을 회수했다,민첩하다,활동적이다
1106,그는 티켓을 구매했다,여행을 좋아한다,행복하다
1107,그는 최근에 졸업했다,학업을 성공적으로 마쳤다,자랑스럽다
1108,그는 공중전화를 찾았다,필요하다,필요하다
1109,그는 회복이 빨랐다,건강하다,건강하다
1110,그는 해병대에 입대했다,용감하다,용감하다
1111,그는 잠깐 낮잠을 자고 있었다,피곤해 보인다,피곤하다
1112,그는 프로 농구를 하고 있었다,경쟁적이다,운동선수 같다
1113,그는 쇼핑몰에서 쇼핑을 하러 갔다,소비에 관심이 많다,사치스럽다
1114,그는 그녀의 입술을 느꼈다,로맨틱하다,로맨틱하다
1115,그는 인색했다,인색하다,욕심 많다
1116,그는 처음에는 무서워했다,겁쟁이다,겁쟁이
1117,그는 곰을 겁줘서 쫓아내었다,용감하다,용감하다
1118,그는 은행 계좌를 확인했다,신중하다,걱정스럽다
1119,그는 그녀의 일거수일투족을 감시했다,의심스럽다,의심스럽다
1120,그는 새 직장에 취직했다,새로운 도전을 좋아한다,흥분하다
1121,그는 댓글을 남겼다,관심이 많다,사교적이다
1122,그는 사람들을 돕는 것을 좋아했다,친절하다,친절하다
1123,그는 여전히 아팠다,아픔을 견디다,피곤하다
1124,그는 반려견을 키우고 있었다,애완동물을 좋아한다,애완 동물을 사랑한다
1125,그는 새끼 고양이를 입양했다,애정 어린 사람이다,책임감 있다
1126,그는 물을 엎질렀다,어설프다,어설프다
1127,그는 첫 아이를 앞두고 있었다,설레다,흥분하다
1128,그는 학교까지 걸어가야 했다,피곤하다,피곤하다
1129,그의 주장이 옳았다,올바르고 논리적이다,현명하다
1130,그는 수영장에 수영을 하러 갔다,수영을 좋아한다,활기차다
1131,그는 수표를 현금화했다,급한 돈이 필요하다,부유하다
1132,그는 앱을 다운로드했다,현대적이다,현대적이다
1133,그는 공을 차고 있었다,활동적이다,활동적이다
1134,그는 차트를 자세히 설명했다,명확하다,전문가 같다
1135,그는 곧 올 것였다,기대되는 사람이다,기대된다
1136,그는 좋은 사람처럼 보였다,친절하다,친절하다
1137,그는 잠을 많이 잤다,피곤하다,게으르다
1138,그는 긴장을 풀고 있었다,안도하고 있다,여유롭다
1139,그는 맛이 끔찍했다,싫증나다,실망하다
1140,그는 클레임을 제기했다,불만이 많다,불만스럽다
1141,그는 자신을 위해 기도했다,신앙심이 깊다,독실하다
1142,그는 첫 경기를 치렀다,신경이 예민하다,긴장하다
1143,그는 너구리를 봤다,귀엽다,호기심 많다
1144,그는 함께 모였다,사교적이다,사교적이다
1145,그는 냄새가 너무 심했다,불쾌하다,낭비한다
1146,그는 간신히 살아 남았다,운이 없다,운이 좋다
1147,그는 귀를 아래로 내리고 있었다,흥분하고 있었다,부끄럽다
1148,그는 탯줄을 잘랐다,독립적이다,독립적이다
1149,그는 역사에 대해 배웠다,지식이 풍부하다,지식 있다
1150,그는 타이어가 펑크 났다,깜짝 놀랐다,당황하다
1151,그는 손을 심하게 다쳤다,고통을 겪고 있다,고통스럽다
1152,그는 마침내 모자를 찾았다,다행했다,안도하다
1153,그는 자신의 삶을 만들어갔다,자립적이다,자립적이다
1154,그는 자신의 맥박을 느꼈다,몸 상태를 주의 깊게 살펴본다,살아있다
1155,그는 노트북을 구입했다,현대적이다,현명하다
1156,그는 다리를 다쳤다,다친 모습이다,아프다
1157,그는 하루 종일 먹었다,배고프다,배고프다
1158,그는 여행 가방을 챙겼다,여행을 간다,여행을 좋아한다
1159,그는 체중이 늘었다,무기력하다,건강에 신경을 쓰지 않다
1160,그는 점점 나아지고 있었다,희망적이다,성숙하다
1161,그는 잃어버린 개를 찾았다,동정심이 있다,친절하다
1162,그는 전화를 걸고 있었다,연락을 취하는 중이다,바쁘다
1163,그는 삼촌을 찾아갔다,가족을 소중히 여긴다,친근하다
1164,그는 노래방에서 노래를 불렀다,즐거워 보인다,재미있다
1165,그는 친구를 초대했다,사교적이다,사교적이다
1166,그는 스스로를 점검했다,꼼꼼하다,꼼꼼하다
1167,그는 친구와 대화를 나눴다,사교적이다,사교적이다
1168,그는 소다를 엎질렀다,어설프다,어설프다
1169,그는 숙면을 취했다,편안하다,피곤하다
1170,그는 화장실에 가야 했다,급하다,급하다
1171,그는 스테이크를 주문했다,고기를 좋아한다,고급스럽다
1172,그는 자신에 대한 여유가 있었다,자신감이 있다,자신감 있다
1173,그는 정말 재미있게 놀았다,즐겁다,즐겁다
1174,그는 커튼에 불을 붙였다,무책임하다,부주의하다
1175,그는 준비 중였다,열정적이다,집중되다
1176,그는 수학 수업에서 낙제했다,실망스럽다,실망하다
1177,그는 결국 구해내었다,용감하다,용감하다
1178,그는 터치다운을 기록했다,운동 신경이 뛰어나다,자랑스럽다
1179,그는 어디서부터 시작해야 할지 잘 알고 있었다,적극적이다,결단력 있다
1180,그는 잠을 못 잤다,피곤하다,피곤하다
1181,그는 두려움을 극복했다,용감하다,용감하다
1182,그는 학교에 가져갈 연필을 구했다,필요를 잘 알고 있다,책임감 있다
1183,그는 계속 울었다,슬프다,슬프다
1184,그는 밤새도록 울었다,절망적이다,안타깝다
1185,그는 가장 친한 친구가 있었다,사교적이다,사교적이다
1186,그는 택시를 불렀다,신중하다,서둘러야 한다
1187,그는 시험 도중 잠이 들었다,피곤하다,피곤하다
1188,그는 친구에게 물어봤다,호기심이 많다,궁금하다
1189,그는 반지를 구입했다,사랑에 빠졌다,사치스럽다
1190,그는 나오는대로 시끄럽게 이야기했다,소란스럽다,거만하다
1191,그는 그녀도 데려갔다,관대하다,관대하다
1192,그는 그의 부모님이 그리워했다,사랑스럽다,사랑스럽다
1193,그는 환불을 요청했다,불만족스럽다,신중하다
1194,그는 친구에게 선물했다,관대하다,관대하다
1195,그는 남동생에게 물었다,관심이 많다,이해심 깊다
1196,그는 냄새가 너무 좋았다,향기로웠다,예민하다
1197,그는 신용카드를 사용했다,소비가 많다,소비적이다
1198,그는 버튼을 눌렀다,호기심 많다,궁금하다
1199,그는 안식일을 어겼다,무례하다,경솔하다
1200,그는 건강에 좋은 음식을 더 많이 먹었다,건강을 중요시한다,건강하다
1201,그도 케이크를 먹고 있었다,즐거워 보인다,달콤하다
1202,그는 시대에 뒤떨어진 일을 했다,보수적이다,보수적이다
1203,그는 함께 영화를 봤다,친밀하다,사교적이다
1204,그는 심지어 고용도 했다,관대하다,관대하다
1205,그는 좋아하는 동물 인형이 있었다,어린이 같다,애착있다
1206,그는 기분이 좋아지기 시작했다,기쁘다,행복하다
1207,그는 대학에 입학했다,똑똑하다,미래를 준비한다
1208,그는 투표함에 투표용지를 넣었다,시민적 의무를 다한다,책임감 있다
1209,그는 그녀를 어디서나 찾을 수 있었다,집착적이다,끈기 있다
1210,그는 길거리에서 지갑을 발견했다,선량하다,선량하다
1211,그는 마시멜로를 구웠다,창의적이다,쾌활하다
1212,그는 수영장 파티가 있었다,사교적이다,즐겁다
1213,그는 어쨌든 달렸다,끈기가 있다,끈기 있다
1214,그는 첫 키스를 받았다,흥분했다,행복하다
1215,그는 입에 화상을 입었다,조심하지 않다,아프다
1216,그는 골을 넣었다,승리자다,자신감 넘친다
1217,그는 그녀의 혀를 깨물었다,공격적이다,공격적이다
1218,그는 권리를 침해했다,무례하다,불공정하다
1219,그는 따뜻함을 유지했다,따뜻하다,친근하다
1220,그는 갑자기 쓰러졌다,위급한 상황에 처했다,위급하다
1221,그는 홈런을 쳤다,자신감이 넘친다,자신감 넘친다
1222,그는 두 다리가 부러졌다,다친 상태이다,불행하다
1223,그는 1년 후 결혼을 했다,사랑에 빠르다,행복하다
1224,그는 매우 아파졌다,고통스럽다,힘없다
1225,그는 TV를 시청했다,게으르다,게으르다
1226,그는 수업을 시작했다,교육적이다,지식 있다
1227,그는 택시를 호출했다,이동하려고 한다,긴장하다
1228,그는 열쇠를 찾을 수 없었다,분실하기 쉽다,당황하다
1229,그는 학교로 돌아갔다,교육을 중요하게 생각한다,열정적이다
1230,그는 배고파 보였다,식욕이 강하다,굶주리다
1231,그는 새 친구를 사귀게 되었다,사교적이다,활기차다
1232,그는 큰 충돌 소리를 들었다,놀랐다,놀라다
1233,그는 사다리를 잡았다,조심스럽다,도움을 준다
1234,그는 헌혈을 했다,친절하다,자선심이 깊다
1235,그는 맹장을 제거했다,용감하다,용감하다
1236,그는 회사를 창업했다,창의적이다,창의적이다
1237,그는 가슴에 통증이 있었다,아픔을 느끼고 있다,아프다
1238,그는 다시 잠이 들었다,피곤하다,피곤하다
1239,그는 훨씬 더 잘 자고 있었다,편안하다,편안하다
1240,그는 장난감을 변기에 버렸다,무책임하다,어리석다
1241,그는 발소리를 들었다,주변을 경계하고 있다,주의 깊다
1242,그는 가족 여행 중였다,행복하다,행복하다
1243,그는 더 높이 점프했다,용감하다,운동을 잘한다
1244,그는 첫 키스를 했다,설레고 행복하다,행복하다
1245,그는 드디어 입을 열었다,말이 없다,말이 많다
1246,그는 목소리가 커졌다,화가 났다,화나다
1247,그는 손목이 부러졌다,다친 것 같다,아프다
1248,그는 자전거를 찾았다,물물교환을 좋아한다,기뻐한다
1249,그는 축구팀에 합류했다,운동신경이 발달했다,열정적이다
1250,그는 사탕을 많이 받았다,달콤하다,달콤하다
1251,그는 팔을 흔들었다,인사를 했다,인사를 한다
1252,그는 그녀를 혼쭐내줬다,화가 났다,화를 낸다
1253,그는 사랑니를 발치했다,치과 진료를 받았다,아프다
1254,그는 학위를 취득했다,노력한다,뛰어나다
1255,그는 자신을 때렸다,자기 비판적이다,자책한다
1256,그는 새 휴대폰을 구입했다,현대적이다,현명하다
1257,그는 탭댄스를 배웠다,예술적이다,유연하다
1258,그는 친구와 가족을 초대했다,사교적이다,환대한다
1259,그는 영화를 골랐다,예술적이다,취향이 괜찮다
1260,그는 2위를 차지했다,경쟁심이 강하다,자랑스럽다
1261,그는 정말 웃겼다,유머 감각이 좋다,유머러스하다
1262,그는 곧 올 예정였다,정확하다,기대된다
1263,그는 그럼에도 팀을 구성했다,결단력이 있다,결단력 있다
1264,그는 의사와 상담했다,심리적으로 어려움을 겪고 있다,걱정스럽다
1265,그는 저녁 파티가 있었다,사교적이다,사교적이다
1266,그는 고등학교에 입학했다,새로운 시작을 하고 있다,새롭다
1267,그는 하루 종일 기다렸다,불안해 보인다,인내심이 강하다
1268,그는 그녀 위에서 안식을 취했다,편안하다,편안하다
1269,그는 부모님을 찾았다,감사하다,감격하다
1270,그는 저녁 식사로 햄버거를 먹었다,캐주얼하다,속이 불편하다
1271,그는 어쨌든 그것을 마셨다,용감하다,용감하다
1272,그는 팔을 다쳤다,아픔을 느끼다,아프다
1273,그는 골프 치는 법을 배웠다,취미가 있다,스포츠에 열정적이다
1274,그는 상자를 찾았다,발견적이다,만족하다
